TransactionNo,TotalQuantity,TotalMoney
556505,696,22.49
552061,696,551.3600000000004
574269,696,745.92
575138,696,3669.45
552232,695,3958.31
552878,695,334.95
581412,694,709.1500000000001
558684,694,595.91
580160,694,367.00999999999993
580880,694,253.86
548666,693,1233.6699999999998
581501,692,171.66
540355,691,1740.2599999999998
575340,691,547.5000000000001
581238,691,1301.72
576391,690,1036.31
571231,690,330.81999999999994
542216,690,648.1800000000002
542864,690,234.65
551547,690,1275.08
562207,690,84.77999999999999
556486,688,351.44
539728,688,731.8000000000003
552819,688,331.4399999999999
560036,688,628.6700000000003
564670,688,575.8699999999997
557878,687,1188.3000000000004
580279,686,327.61999999999995
573385,686,454.1
540691,686,559.9799999999999
571747,684,808.3600000000001
542710,684,247.08
566227,684,212.36
539587,684,238.89
559162,682,3040.8
574709,682,743.7300000000001
565580,682,153.82999999999998
575481,682,941.8100000000002
576597,682,641.58
576644,682,3835.900000000001
555979,681,501.55
553013,680,2518.32
566257,680,114.3
542397,680,195.0
576137,680,157.11
560864,680,276.04
537484,680,410.28
571219,680,656.9100000000001
550458,679,4543.58
541280,679,825.6400000000002
566790,678,367.56
572913,678,2165.9700000000003
553088,678,484.0600000000002
569253,677,782.5899999999999
560299,676,392.11
573511,676,605.4700000000001
538053,675,391.44999999999993
562378,675,378.99000000000007
544160,675,589.3
561147,674,272.40000000000003
562219,674,908.02
579536,674,382.13
581015,673,281.62000000000006
572765,672,41.25
570871,671,3915.48
559337,671,4098.719999999999
577800,670,385.4900000000001
567899,670,650.7200000000001
573777,670,216.28
552279,670,58.18
551160,670,850.91
577157,669,525.2099999999999
545320,669,87.12
540276,669,212.64
540275,669,212.64
561669,669,89.60000000000001
568719,669,3397.46
544690,668,243.99
571313,668,73.08
571716,667,3922.09
569133,666,265.35
556781,666,759.4500000000002
549833,666,447.0100000000001
565901,666,90.24
536623,666,576.55
559889,666,107.0
568376,666,263.92
568568,666,314.16
559673,665,480.96
568531,665,1189.2500000000002
547350,664,497.3
574947,664,119.22
549628,664,96.0
571243,664,887.67
577310,664,57.08
546216,664,183.73
543976,664,55.54
541287,664,35.4
568135,663,3056.3100000000004
579161,663,524.27
562730,662,169.91
569479,662,163.53000000000003
576672,662,290.9200000000001
550159,662,182.60000000000005
574967,661,1282.5
572233,660,80.97
579938,660,454.57
579297,659,1539.0299999999995
564630,659,612.28
562558,659,1424.76
538198,659,1078.44
564327,658,84.18
578088,658,1315.31
577805,658,49.27
571306,658,212.44
571034,657,1876.31
566571,656,956.5500000000002
558125,656,112.54
563940,656,377.76
573452,656,109.54
576354,656,82.39
558310,656,40.04
549118,655,848.09
581497,654,402.41
571442,654,1148.4
552695,654,580.92
580636,654,222.84
561209,653,4190.29
555282,653,534.5099999999999
548516,652,3027.85
559817,651,3925.28
572225,651,518.0600000000001
572553,651,3937.71
552450,650,94.96
571203,650,319.39
568553,649,663.6200000000002
579271,649,61.9
572676,649,551.99
541247,648,11.53
558362,648,65.97
559163,648,4081.1
562155,648,31.53
554938,647,383.76
561222,646,430.92
565854,646,466.19
569223,646,952.22
559700,646,64.89999999999999
567628,646,228.26
570388,646,1087.1999999999998
544298,646,279.32000000000005
551698,645,84.96000000000001
540595,645,325.6499999999999
561911,645,813.01
578666,645,432.24
536617,644,136.8
565930,644,769.9099999999999
568173,644,378.6
566282,644,317.80999999999995
563848,644,632.8700000000001
543116,643,556.3800000000001
542303,643,1358.62
540550,643,1358.62
561093,643,605.7
552874,643,466.88
547358,643,1975.3
567939,642,203.57
580819,642,212.32
546684,642,474.8499999999999
581220,642,166.98
563626,642,291.8900000000001
557112,641,3457.74
567339,641,575.53
538858,640,133.76999999999998
574062,640,564.72
538630,640,643.7600000000001
579843,640,167.13
566164,640,1017.76
568164,639,384.3
576860,639,985.15
551529,639,373.89
543737,639,764.7500000000001
573999,639,599.3000000000002
568528,639,582.9499999999999
567148,639,386.25999999999993
559865,639,321.87
