TransactionNo,TotalQuantity,TotalMoney
575072,44,35.11
575073,552,1132.46
575074,94,281.22
575075,213,374.3
575077,124,122.71000000000001
575078,146,185.45000000000002
575080,408,57.13
575083,392,158.88
575084,3,48.53
575085,109,220.75
575087,106,1002.2100000000002
575089,264,305.82
575090,23,133.28
575091,439,360.92
575125,300,24.16
575127,168,195.10999999999999
575128,414,446.5199999999999
575129,63,285.03999999999996
575130,5,51.82
575131,50,105.73
575132,166,138.51
575134,26,43.2
575139,304,204.6
575140,216,103.83
575141,435,370.59000000000003
575143,147,136.71
575146,1402,298.69000000000005
575147,84,65.03
575149,26,90.29
575151,128,175.44
575152,298,693.43
575162,1,16.35
575163,2,30.64
575165,46,68.61
575166,108,72.44
575168,246,109.94
575169,287,265.16
575170,23,62.63
574841,29,88.49
574856,497,3039.3700000000003
574909,55,579.5600000000001
574864,388,752.4600000000002
574839,107,955.5800000000002
574824,184,401.87
574832,226,132.66
574941,14149,1492.7900000000004
574830,790,277.45
574871,29,258.63
574890,176,124.03
574899,119,203.79000000000002
574937,15,127.00000000000001
574749,373,435.26
574852,91,557.7900000000001
574879,8,56.89
574891,52,316.52
574896,63,586.82
574901,317,393.10999999999996
574874,334,164.20999999999998
574878,21,99.70000000000002
574880,341,246.02
574882,216,829.98
574936,136,351.38999999999993
574836,265,435.29999999999995
574938,78,47.3
574777,398,255.92
574907,246,450.5899999999999
574744,112,191.14999999999998
574745,324,154.67000000000002
574746,198,73.22
574747,239,261.21
574750,218,259.37000000000006
574751,27,26.85
574752,12,12.38
574754,130,100.97999999999999
574755,118,103.21
574756,128,123.86999999999999
574826,335,919.2299999999998
574827,48,44.89
574829,192,12.4
574831,257,162.86000000000004
574833,33,69.74
574834,266,316.6499999999999
574835,136,246.17000000000002
574837,601,314.77000000000004
574840,168,600.9100000000001
574842,61,89.57000000000001
574844,88,160.58999999999997
574846,112,205.5
574860,500,10.62
574861,65,171.82999999999998
574862,360,264.8900000000001
574863,373,997.7900000000001
574866,289,581.28
574867,95,146.3
574868,108,133.39
574869,139,196.14000000000001
574870,145,134.72
574873,115,195.84
574877,358,196.74
574881,63,113.94999999999999
574883,131,261.26
574884,48,14.61
574885,136,111.06
574887,212,171.79000000000002
574888,174,81.9
574889,63,41.76
574892,484,436.72
574893,80,391.0400000000001
574895,112,122.57000000000001
574898,528,606.6600000000001
574903,189,205.76
574908,28,52.980000000000004
574910,158,128.18
574911,130,161.77999999999997
574913,22,44.54
574914,142,590.7
574915,258,204.23999999999998
574916,68,130.03
574917,136,51.59
574918,292,390.11
574919,52,75.78999999999999
574920,162,233.95
574921,251,250.40999999999997
574923,119,453.68
574933,96,136.1
574934,180,221.66000000000003
574935,284,41.56999999999999
574939,8,65.36
574940,136,138.19000000000003
574942,568,54.440000000000005
574705,21,287.44
574697,109,114.94999999999999
574728,264,266.72
574740,2699,1769.48
574673,584,1127.15
574587,616,849.2400000000002
574655,94,329.65999999999997
574670,131,829.02
574674,58,180.89000000000004
574676,65,495.53999999999996
574716,28,295.12
574588,22,39.699999999999996
574661,166,318.32
574693,103,373.74999999999994
574732,528,662.4100000000001
574735,52,83.46000000000001
574643,244,210.26000000000002
574662,224,367.26
574671,46,368.1499999999999
574678,843,1137.3600000000001
574683,162,1219.7399999999998
574694,144,205.17000000000002
574700,611,2125.5099999999998
574704,233,696.05
574709,682,743.7300000000001
574720,292,906.8600000000001
574725,72,271.40000000000003
574739,191,304.85999999999996
574741,268,1364.0
574743,79,389.44000000000005
574660,229,1101.53
574663,178,627.59
574677,111,803.2400000000001
574695,22,217.98000000000005
574703,20,181.59000000000003
574707,1296,983.9200000000002
574710,253,908.0
574733,733,703.8399999999999
574681,268,246.52
574734,189,918.06
574721,192,935.27
574585,216,12.15
574586,66,86.19
574589,63,271.86
574590,166,278.74
574591,115,234.21999999999997
574592,58,116.88000000000001
574619,143,352.0399999999999
574624,197,483.5
574629,54,359.7500000000001
574631,106,72.79
574653,520,147.8
574654,102,383.93
574656,111,218.36
574657,237,832.9900000000002
574659,97,350.98
574664,376,110.78999999999999
574665,102,36.690000000000005
574666,144,12.08
574667,371,420.56000000000006
574668,6,15.32
574669,120,185.57999999999998
574672,129,826.8100000000001
574675,248,680.13
574679,256,157.40000000000003
574680,304,209.75
574682,196,801.69
574684,822,550.4000000000002
574685,86,99.7
574686,228,650.3100000000001
574687,90,17.95
574688,4,11.74
574689,4,32.7
574690,573,450.82
574691,94,311.91999999999996
574692,81,186.72000000000003
574696,122,354.42999999999995
574698,92,50.12
574699,167,274.52
574701,163,827.88
574702,135,164.87
574706,232,176.38
574708,10,17.51
574711,18,62.47
574713,105,126.47999999999999
574714,458,1814.94
574715,93,84.14000000000001
574717,160,111.61000000000001
574718,428,183.81
574719,260,207.42
574722,362,1193.7500000000002
574723,34,68.45
574724,20,15.32
574726,302,797.1900000000002
574727,22,43.08
574730,24,25.67
574731,12,26.54
574736,36,31.259999999999998
574737,259,339.71999999999997
574738,139,351.9600000000001
574742,4,34.39
574729,2,20.45
574532,1626,1772.2700000000002
574356,753,1122.5600000000004
574561,941,4755.21
574336,553,730.3900000000003
574479,186,340.34999999999997
574442,134,143.4
574544,1283,1433.3700000000001
574573,67,509.41999999999996
574368,253,338.98
574477,270,828.59
574480,184,269.94000000000005
574528,62,131.59
574536,238,896.15
574545,533,665.2
574550,327,846.6
574559,342,725.9200000000001
574575,352,707.3800000000001
574327,131,179.51
574387,144,214.26000000000002
574529,131,319.65000000000003
574328,4981,2537.1400000000003
574534,1005,205.72
574547,224,1413.4899999999998
574506,33,277.07000000000005
574324,360,14.5
574325,260,71.83
574326,381,273.57
574329,206,190.25000000000003
574330,54,34.53
574331,264,137.19
574332,184,42.68
574333,75,27.369999999999997
574334,156,101.56
574335,13,41.81
574338,234,171.11
574340,131,300.74
574341,4752,123.57
574342,183,207.33999999999997
574343,302,317.60999999999996
574345,168,204.76999999999998
574346,252,120.43
574348,412,122.75
574349,268,191.39999999999998
574351,160,374.84999999999997
574352,1776,189.54000000000002
574353,145,349.58
574354,328,180.1
574355,32,52.129999999999995
574363,1418,182.99999999999994
574383,16,57.43
574393,174,175.26
574428,3,28.59
574432,8,44.05
574444,151,485.42
574445,393,245.67000000000002
574446,40,12.4
574466,154,146.76
574467,20,6.19
574468,8,32.7
574469,348,17.21
574470,250,265.71
574471,308,281.97999999999996
574474,117,589.79
574475,383,269.59000000000003
574476,147,683.7700000000001
574478,258,419.6499999999999
574481,736,2276.4500000000003
574482,14,23.04
574484,350,328.77
574485,324,54.79
574490,184,249.29999999999998
574491,199,242.91000000000003
574501,304,660.3
574502,79,324.99999999999994
574509,248,511.87999999999994
574511,279,261.76
574513,232,111.21000000000001
574514,518,240.59999999999997
574519,1,18.71
574521,198,288.16
574523,108,125.59
574530,157,447.93999999999994
574531,71,66.63
574533,566,135.25
574535,85,110.49000000000001
574537,70,79.01
574549,1,11.74
574555,204,607.7500000000001
574556,18,23.06
574557,108,88.05000000000001
574560,214,232.61999999999998
574574,3,46.27
574576,6,11.74
574298,875,5632.2300000000005
574149,293,717.2900000000003
574150,32,79.36000000000001
574249,162,663.9200000000002
574304,166,1207.0
574315,183,193.46
574242,388,42.38
574194,145,203.8
574227,149,357.5799999999999
574240,383,1103.0900000000006
574297,336,371.88
574311,472,573.1100000000002
574321,123,482.86
574103,253,318.47999999999996
574281,225,206.48
574088,128,280.63
574234,55,85.47
574247,125,261.0
574260,87,287.29999999999995
574308,457,669.9499999999998
574286,40,59.82
574305,140,92.22
574314,192,254.58
574093,567,482.36000000000007
574295,1952,311.13
574319,810,129.01999999999998
574262,316,368.80999999999995
574271,100,20.5
574086,185,143.17
574087,56,63.129999999999995
574089,162,276.31999999999994
574090,236,251.76999999999998
574091,454,220.87
574092,4074,260.79
574096,418,273.45000000000005
574097,372,349.5400000000001
574098,87,133.64
574099,80,140.76
574100,104,245.73000000000005
574102,110,116.22
574104,370,286.49
574107,104,191.25
574138,408,59.01
574143,174,126.50999999999999
574154,119,180.77
574161,3,12.38
574165,284,161.69000000000003
574169,169,96.94
574170,450,785.8900000000001
574175,32,22.630000000000003
574182,372,191.94
574196,16,25.619999999999997
574226,168,25.77
574228,250,211.74
574233,66,103.58
574237,218,414.0799999999999
574239,297,230.65
574241,24,10.68
574245,24,23.47
574246,12,14.09
574250,104,378.27000000000004
574251,116,247.95000000000002
574252,92,115.19999999999999
574253,423,350.21999999999997
574255,39,51.13999999999999
574258,65,660.29
574265,123,238.56
574269,696,745.92
574270,1,13.62
574272,36,24.369999999999997
574273,120,365.11
574274,24,11.53
574275,125,191.19
574276,832,60.34
574278,228,215.87
574279,42,161.29
574280,374,162.13000000000002
574282,20,30.96
574283,4,12.86
574284,145,146.4
574285,1024,76.74
574287,130,763.81
574289,336,96.12
574290,117,444.27
574292,121,480.92
574293,2290,114.21000000000001
574294,3840,35.730000000000004
574299,157,215.57
574300,124,157.9
574301,134,235.73999999999998
574302,125,211.07
574303,560,113.94
574306,510,294.3
574307,50,115.16
574309,1,12.86
574310,426,982.6900000000002
574312,115,351.6099999999999
574313,173,258.55
574316,21,135.94
574317,762,282.97
574320,20,10.65
574323,59,275.55
573933,1,97.37
574074,860,5988.42
574076,1033,5830.880000000001
573923,102,524.4300000000001
574052,26,231.32999999999998
574055,434,182.13000000000002
574080,77,422.42999999999995
574015,404,620.1800000000002
574034,179,1112.33
574038,184,349.48
574053,582,474.94
574071,63,145.56
574033,98,255.53
574068,288,254.48999999999998
574075,116,180.67
574060,95,177.98000000000002
573992,498,550.8800000000001
574049,744,221.53000000000003
574067,1161,481.78000000000003
573921,144,167.45000000000002
573922,56,24.48
573924,202,198.59
573927,72,229.17
573928,365,91.32
573930,125,113.16
573931,202,179.78
573932,1400,74.33999999999999
573934,110,274.11
573937,415,516.1999999999998
573945,103,115.66
573955,242,395.11
573982,360,11.12
573993,321,505.78999999999996
573994,312,52.769999999999996
573995,3000,10.58
573996,302,201.18
573999,639,599.3000000000002
574009,192,499.34
574011,117,121.96000000000001
574012,1152,21.369999999999997
574013,140,62.98
574014,216,13.21
574016,46,225.66
574017,35,100.49
574018,48,50.160000000000004
574020,206,227.48000000000002
574021,92,43.75
574022,48,12.08
574023,239,254.56
574024,114,93.63999999999999
574025,904,372.81
574029,720,418.5
574032,410,281.7
574035,60,207.56
574036,249,236.65
574037,161,87.99
574039,66,108.99
574040,44,283.65
574041,24,11.1
574042,168,100.92999999999999
574043,556,1068.5800000000002
574044,264,25.25
574045,100,72.93
574046,47,432.3999999999999
574047,176,171.02000000000004
574048,159,251.68
574050,109,107.79999999999998
574051,254,235.65
574054,362,535.9300000000002
574056,2454,324.34000000000003
574058,216,12.38
574059,62,461.61999999999995
574062,640,564.72
574063,253,1101.7000000000003
574064,214,216.75
574066,190,108.78999999999999
574069,343,328.4900000000001
574070,198,132.53
574072,238,214.79
574077,127,679.37
574079,85,450.48
574081,270,345.08
574082,78,171.33
574084,278,220.91000000000003
574085,115,180.14000000000001
573905,72,1202.49
573814,461,642.21
573875,95,226.01000000000002
573879,52,266.2
573903,313,474.85
573894,17,164.76999999999998
573918,53,222.24
573762,158,119.12
573863,208,241.65
573899,101,187.95
573900,31,143.69
573748,624,651.5600000000001
573749,84,126.7
573822,281,283.26000000000005
573874,464,364.31
573892,270,653.45
573909,70,560.82
573911,120,141.66
573913,334,446.27
573914,222,237.92000000000002
573915,94,681.8300000000002
573769,214,225.65999999999997
573770,96,163.61
573866,150,283.8399999999999
573873,104,360.32
573904,497,1935.3600000000001
573907,117,218.98
573872,192,269.83000000000004
573865,173,225.32
573902,48,82.33
573744,376,281.11
573745,127,236.94000000000003
573746,334,77.82
573747,177,140.14000000000001
573757,21,28.18
573758,50,82.96000000000001
573763,288,273.90000000000003
573772,81,326.15000000000003
573773,344,243.5
573774,382,48.309999999999995
573775,726,82.74999999999999
573776,23,79.17
573777,670,216.28
573778,474,184.99999999999997
573780,213,309.99999999999994
573808,69,421.49
573829,264,279.74
573830,76,240.78
573840,396,66.35
573841,52,304.66999999999996
573846,570,104.83
573867,344,290.14
573868,258,327.77000000000004
573870,71,598.5400000000002
573871,530,172.84000000000003
573876,393,1727.33
573877,60,48.68
573878,124,106.35000000000001
573886,394,190.32000000000002
573887,27,113.4
573888,433,247.38000000000002
573889,201,401.06999999999994
573890,8,98.53999999999999
573891,415,227.85
573893,60,81.22
573895,100,10.62
573896,18,33.72
573897,814,888.0400000000002
573898,58,293.28999999999996
573901,296,244.1
573906,112,84.37
573908,77,143.4
573910,258,103.4
573912,30,11.53
573916,16,129.85
573917,48,26.03
573504,125,239.12
573423,196,116.03999999999999
573553,343,2326.4399999999996
573576,1264,6169.73
573585,5195,16222.64
573601,281,1861.7300000000005
573633,51,553.23
573485,303,743.72
573501,373,945.6400000000001
573551,282,775.9800000000001
573582,280,485.27
573656,145,388.6499999999999
573426,357,809.4699999999997
573510,455,344.8499999999999
573572,54,390.67
573666,310,388.33
573580,152,1077.38
573508,85,340.60999999999996
573420,601,437.59999999999997
573496,314,1206.5800000000002
573511,676,605.4700000000001
573581,391,467.27
573584,628,556.4900000000001
573588,52,149.43
573632,100,225.58
573695,59,223.20999999999998
573421,302,155.83
573416,90,58.44
573417,160,169.51
573418,223,164.58
573419,82,114.52000000000001
573422,12,11.74
573424,154,16.84
573425,81,114.38
573428,326,223.91
573430,106,257.76
573442,90,94.69
573452,656,109.53999999999999
573464,240,153.98
573481,224,464.5
573483,184,60.66
573484,108,56.739999999999995
573486,273,200.32
573492,51,522.27
573500,133,467.0299999999999
573507,32,73.14
573509,256,152.7
573512,396,129.00000000000003
573531,244,69.95
573532,24,15.32
573540,2,31.27
573542,234,271.83000000000004
573543,164,794.12
573544,187,460.8
573545,75,121.09
573546,398,350.07000000000005
573548,417,770.5000000000001
573552,330,306.35
573556,334,283.27
573564,323,537.29
573577,300,35.83
573578,146,159.26999999999998
573579,122,350.46000000000004
573583,44,163.64
573587,128,113.06
573599,236,77.96000000000001
573600,96,23.61
573629,64,61.36
573665,353,477.75
573408,88,105.69
573341,313,291.85
573388,520,389.77000000000004
573355,56,163.51
573324,78,134.56
573329,103,291.81000000000006
573380,223,710.33
573320,857,543.8000000000001
573335,63,514.37
573345,328,870.3700000000001
573362,1474,1524.8100000000002
573365,62,216.90000000000003
573366,89,264.28
573350,213,202.8
573405,500,1091.5600000000002
573328,131,404.69
573339,535,504.1500000000001
573356,139,79.91
573323,230,796.3500000000001
573325,28,44.79
573330,236,989.7700000000001
573332,136,226.08
573368,74,204.77
573370,138,254.84000000000003
573381,205,703.16
573392,82,224.95999999999998
573397,214,543.15
573400,18,63.95
573415,290,1314.84
573337,116,163.04999999999998
573363,426,147.4
573377,162,826.8700000000002
573386,231,144.1
573407,189,474.69000000000005
573375,366,269.12
573374,167,206.0
573319,177,147.89
573322,100,6.04
573326,228,333.38
573327,6,12.38
573331,55,124.34
573333,196,194.21
573334,126,91.22
573336,83,263.02
573338,174,727.74
573340,696,1571.7800000000002
573342,73,82.34
573343,232,721.0800000000004
573344,109,461.70000000000005
573346,157,494.89
573347,368,1440.92
573348,162,381.38
573349,13,73.61
573351,116,74.49000000000001
573352,72,24.33
573353,105,452.94
573354,79,42.4
573357,84,25.15
573358,209,401.5
573359,151,655.1300000000001
573360,51,295.67999999999995
573361,256,665.3400000000003
573364,94,414.2
573367,353,345.23999999999995
573369,109,485.86
573371,132,84.07000000000001
573372,130,46.53999999999999
573373,227,1248.3500000000001
573376,112,201.68
573378,24,77.27
573379,416,410.63
573382,125,199.42000000000002
573383,93,99.56
573384,297,276.91
573385,686,454.09999999999997
573387,111,806.9899999999999
573389,12,14.3
573390,209,401.5
573391,184,272.11
573393,781,462.2
573394,260,99.15
573395,161,150.29000000000002
573396,175,711.2099999999999
573398,118,198.85
573399,424,194.43
573401,266,244.29
573402,208,170.73999999999998
573403,24,25.21
573404,84,61.129999999999995
573406,411,442.58
573409,4,18.71
573410,80,36.54
573411,182,265.4200000000001
573412,28,38.79
573413,192,904.28
573414,148,568.14
573161,1,51.2
573280,178,381.2099999999999
573288,64,165.74
573158,63,161.35
573165,136,186.88
573160,132,272.55999999999995
573311,171,1048.89
573274,505,982.7699999999999
573164,45,134.68
573178,120,228.12
573195,366,383.6899999999999
573245,233,801.1400000000002
573266,710,383.7
573277,37,296.18999999999994
573287,451,616.68
573289,457,535.46
573314,108,417.69999999999993
573175,120,147.82
573295,22,79.73
573300,364,1860.0100000000002
573305,160,581.91
573179,264,191.88
573263,3917,225.21999999999994
573313,7,86.86999999999999
573153,5202,689.82
573154,146,90.96000000000001
573155,433,559.45
573156,816,74.5
573157,120,12.01
573159,281,219.17
573162,126,27.4
573163,183,164.95999999999998
573166,296,300.54
573167,108,32.730000000000004
573168,206,52.7
573171,160,128.30999999999997
573173,164,390.96
573174,10,101.28
573176,7,71.78
573177,1,14.5
573181,1,12.38
573182,438,270.43
573183,263,330.27
573184,224,143.92000000000002
573185,168,135.22
573196,15,11.53
573200,8,38.34
573230,48,12.08
573231,48,11.53
573248,409,892.44
573261,1992,10.99
573262,107,84.69
573264,329,802.5700000000002
573265,109,227.9
573267,20,217.92000000000002
573269,107,737.6800000000002
573270,150,244.73
573272,252,69.57
573273,36,11.74
573275,142,224.73999999999998
573276,356,217.25
573278,166,114.39
573279,208,40.26
573281,68,71.18
573282,46,56.370000000000005
573284,74,90.0
573285,42,66.46
573286,331,839.42
573290,3,42.269999999999996
573291,273,407.53
573292,262,122.66999999999999
573294,108,34.57
573308,5,86.15
573309,48,11.12
573310,2,11.92
573315,285,656.06
573316,5,18.96
572925,136,214.41000000000003
572946,286,382.71999999999997
573023,383,328.0199999999999
573076,576,683.4000000000002
573131,106,227.50000000000003
573145,150,339.59
573137,338,3204.25
573074,321,416.55999999999995
573085,150,347.79
573029,286,1429.43
573083,245,1063.7600000000002
573093,63,460.54999999999995
573151,808,1720.8600000000001
572960,153,139.98999999999998
572964,281,464.45
572999,21,70.87
573020,455,683.6600000000001
573075,56,394.71
573130,603,850.5100000000001
573133,54,156.22
573135,101,234.79000000000002
573136,108,128.49
573033,161,202.32999999999998
573038,214,1081.1100000000001
573068,71,336.47
573116,380,330.72999999999996
573123,626,694.8899999999999
573138,250,717.8800000000001
573140,145,217.72
573100,206,303.5499999999999
573108,116,131.68
572994,145,198.56000000000003
573019,190,229.62000000000003
573082,74,60.769999999999996
572923,439,489.95
572924,94,123.36000000000001
572926,111,174.32
572928,22,101.61999999999999
572929,8,23.88
572930,237,158.61
572931,47,58.129999999999995
572932,173,258.27
572933,270,312.2600000000001
572935,446,320.25999999999993
572969,442,474.39000000000004
572986,297,277.83
572990,186,179.10999999999999
572992,48,12.08
572997,401,320.15
572998,36,11.78
573000,260,64.08
573001,120,238.01999999999998
573002,3069,283.28999999999996
573003,2400,12.38
573004,300,11.91
573005,720,10.51
573006,112,82.33
573007,122,314.26
573008,4936,139.54000000000002
573022,102,148.04
573025,4,38.38
573026,310,418.14999999999986
573027,250,163.73000000000002
573028,78,163.67000000000002
573032,101,206.7
573035,1105,727.7700000000001
573036,76,146.14000000000001
573066,243,370.17999999999995
573069,73,131.32
573070,90,419.6300000000001
573078,242,252.95
573094,130,690.74
573095,90,63.00999999999999
573096,495,401.52000000000004
573102,268,239.78
573103,21,31.16
573104,277,143.81
573106,136,141.82
573109,174,259.48
573110,258,31.669999999999998
573111,72,12.08
573112,357,172.94
573113,44,78.24000000000001
573117,583,402.44000000000005
573119,202,116.23
573121,10,6.19
573122,148,483.58
573124,24,58.0
573125,80,115.44999999999999
573126,219,181.56000000000003
573128,38,91.15
573129,24,15.32
573132,288,80.55000000000001
573134,25,48.239999999999995
573139,249,368.69999999999993
573141,94,115.64
573142,386,150.01
573143,810,280.85
573144,39,180.68
573146,802,47.629999999999995
573149,99,343.40999999999997
573150,83,384.32
573152,116,305.78999999999996
572911,289,1089.7700000000002
572886,240,320.76
572764,59,147.79000000000002
572853,215,407.8399999999999
572859,114,712.5500000000002
572887,203,509.72999999999996
572835,321,88.37
572877,24,69.54
572897,494,2774.8900000000003
572870,100,82.24
572775,147,300.2299999999999
572843,332,441.8
572836,112,217.01
572884,130,248.12
572810,483,386.36999999999995
572889,157,376.92
572848,137,204.10999999999999
572908,106,212.44000000000003
572885,210,377.61999999999995
572768,146,45.739999999999995
572812,29,154.08999999999997
572861,263,461.8500000000001
572882,294,430.3
572912,31,277.17
572913,678,2165.9700000000003
572921,243,833.9000000000001
572767,446,288.05
572904,222,93.13
572760,42,69.55999999999999
572762,380,235.57
572763,164,185.53000000000003
572765,672,41.25
572766,746,133.29999999999998
572769,194,149.92
572771,139,187.04999999999998
572772,1167,205.31
572773,48,48.83
572774,1,13.58
572792,3,13.21
572811,180,249.82
572830,90,329.09
572833,15,92.30000000000001
572834,33,163.26000000000002
572837,313,317.90000000000003
572838,53,88.39
572845,960,11.17
572846,207,316.76
572847,55,374.53999999999996
572851,198,27.060000000000002
572852,168,32.15
572854,120,188.46
572856,69,126.36999999999998
572857,72,12.08
572858,144,355.34
572860,400,215.6
572862,46,404.0300000000001
572863,170,175.95999999999998
572865,164,557.6
572866,109,344.77
572867,189,506.84
572868,43,164.48999999999998
572869,960,12.08
572871,253,61.57999999999999
572872,326,482.0
572873,244,251.59
572874,162,114.56
572875,12,11.96
572876,99,72.95
572878,260,35.849999999999994
572879,36,13.62
572880,187,629.5000000000002
572881,1502,76.34
572883,20,37.559999999999995
572888,216,39.370000000000005
572892,180,60.39999999999999
572893,107,92.66999999999999
572894,4,37.92
572895,18,46.45
572896,556,476.12
572899,174,192.36
572900,100,33.44
572901,70,240.55
572902,600,57.78
572903,114,419.84000000000003
572905,85,270.90000000000003
572906,45,81.82
572907,117,194.93
572909,108,367.03000000000003
572910,272,327.9600000000001
572914,68,62.56
572918,164,360.31999999999994
572922,130,194.5
572758,559,3694.99
572565,193,295.77000000000004
572704,511,1010.18
572613,81,363.44
572655,285,357.87000000000006
572658,91,283.89
572662,295,1018.7700000000002
572675,56,364.44999999999993
572695,251,323.36
572743,498,482.35
572751,209,414.64
572560,128,169.62
572735,520,465.47999999999996
572737,174,177.31
572676,649,551.99
572568,330,198.92999999999995
572612,98,146.25
572703,380,1930.81
572721,414,399.0100000000001
572726,347,941.4800000000002
572559,292,286.78
572651,403,456.7500000000001
572674,31,176.83
572681,389,392.14
572757,2,46.12
572558,835,536.6800000000001
572561,288,305.36
572562,281,303.52000000000004
572563,216,157.4
572566,482,262.26
572567,1389,975.2100000000002
572569,233,364.0199999999999
572616,123,33.269999999999996
572617,331,386.0
572650,227,365.71000000000015
572652,743,824.63
572653,469,1180.72
572654,24,24.380000000000003
572657,166,142.54
572660,50,313.52
572661,946,155.1
572663,42,169.64999999999998
572664,232,101.94999999999999
572666,228,102.52000000000001
572667,172,232.14000000000001
572668,142,601.34
572669,376,1522.52
572670,1524,21.3
572671,338,156.43
572672,284,102.53
572673,350,215.56
572677,242,518.41
572678,201,120.47
572679,24,11.94
572680,136,510.0799999999999
572682,22,72.41000000000001
572683,198,73.71
572688,380,254.46999999999997
572696,1000,41.160000000000004
572718,141,157.71999999999997
572719,376,615.0900000000001
572720,297,159.94000000000003
572732,2017,583.7799999999997
572733,340,58.480000000000004
572734,1389,195.10000000000005
572738,120,66.95
572741,520,563.22
572742,174,147.87
572744,247,273.89000000000004
572745,5,16.35
572746,126,581.05
572752,58,198.82999999999998
572753,231,263.29
572755,273,694.2300000000001
572756,384,78.91
572550,589,4176.78
572553,651,3937.71
572540,390,2758.79
572354,7,67.86
572511,141,343.54
572549,604,3392.2
572552,842,5036.95
572336,396,264.73
572528,453,936.94
572465,140,491.30999999999995
572483,70,195.22
572499,1020,1319.15
572490,91,344.71999999999997
572517,234,804.5500000000001
572329,484,313.56
572459,220,208.02000000000004
572513,356,1591.5900000000004
572461,66,420.88
572464,25,339.2900000000001
572509,217,224.25
572331,478,501.63
572472,510,305.33000000000004
572521,134,132.96
572353,126,230.3
572487,34,71.64
572324,2344,114.55
572342,472,55.87
572320,74,62.91
572321,354,284.47
572322,58,107.1
572323,532,367.17999999999995
572325,600,12.03
572326,1416,194.53
572327,205,144.77
572328,72,39.66
572330,124,836.49
572332,100,10.99
572333,143,187.72
572335,172,272.22
572337,1100,97.23000000000002
572338,50,96.08
572339,316,97.30000000000001
572340,1872,54.699999999999996
572348,264,82.98999999999998
572350,18,171.89999999999998
572351,6,11.34
572352,85,83.68
572380,322,345.84999999999997
572392,190,70.67
572399,268,193.51999999999998
572442,156,300.28000000000003
572443,120,30.64
572447,200,269.61
572451,470,336.96
572452,262,228.96999999999997
572453,55,126.18
572454,90,114.98999999999998
572457,289,291.59000000000003
572458,365,319.66
572460,208,219.52999999999997
572462,66,70.34
572466,196,55.35
572474,145,188.87
572475,179,1081.1200000000001
572484,138,498.31
572504,34,52.37
572512,189,97.39
572515,22,55.74999999999999
572518,48,15.32
572519,175,103.56
572520,880,320.9
572541,65,189.9
572542,569,403.21
572544,131,434.36999999999995
572545,792,50.83
572555,36,11.34
572281,174,974.9200000000003
572292,102,415.71000000000004
572305,11,132.45999999999998
572300,48,285.37
572284,213,614.5200000000001
572287,123,546.3900000000001
572295,350,1643.64
572282,84,392.69
572317,215,1222.2800000000002
572277,108,160.85999999999999
572296,58,522.77
572303,62,271.96999999999997
572304,254,300.2
572306,321,1339.25
572307,527,829.8800000000001
572310,8,68.46000000000001
572290,310,474.37000000000006
572291,174,632.66
572298,17,237.79
572302,302,1065.5700000000002
572313,74,192.02
572278,38,280.66999999999996
572279,52,258.73
572280,212,716.4200000000002
572283,218,1012.87
572285,79,263.78999999999996
572286,147,232.72
572288,100,271.72
572289,58,269.12
572294,587,1003.1100000000001
572297,55,115.74
572301,56,378.77000000000004
572308,38,240.67
572309,718,1740.9100000000003
572311,172,356.43000000000006
572312,237,691.9900000000001
572314,302,339.34
572315,45,148.23000000000002
572316,87,268.93
572318,227,1316.5900000000001
572319,105,420.7099999999999
572272,60,190.00000000000003
572185,564,966.6699999999998
572134,201,179.72000000000003
572122,48,100.75
572128,76,244.84
572129,178,342.24000000000007
572209,1920,160.39
572229,574,620.74
572186,607,716.23
572242,319,459.37
572127,487,615.8600000000001
572215,489,312.29999999999995
572219,244,908.57
572243,94,169.16
572224,729,535.2099999999998
572234,22,50.33
572274,158,325.4200000000001
572123,1780,180.57
572124,390,103.89
572125,106,137.92000000000002
572126,66,138.81
572130,197,119.6
572131,190,153.64000000000001
572132,82,113.94999999999999
572133,177,165.26
572139,20,26.85
572182,436,342.09000000000003
572183,543,382.94000000000005
572184,94,58.82
572188,140,79.48
572189,55,44.43
572190,4,30.509999999999998
572191,28,104.35
572192,145,897.03
572193,3176,144.74
572194,208,694.7300000000001
572195,68,184.26999999999998
572196,2782,216.26
572197,28,26.71
572203,176,254.35999999999999
572210,52,84.71000000000001
572211,240,136.81
572212,1040,272.4
572213,334,308.76
572214,18,24.8
572216,393,904.6400000000001
572217,115,200.98000000000002
572218,215,274.85
572220,106,184.35000000000002
572221,129,141.69
572222,600,10.58
572225,651,518.0600000000001
572227,536,929.97
572230,152,115.04000000000002
572231,249,327.40999999999997
572232,160,143.07999999999998
572233,660,80.97
572235,22,45.97
572236,29,166.45000000000002
572237,204,230.54999999999998
572238,218,229.39
572240,634,563.5899999999999
572241,62,111.87
572244,270,186.76000000000002
572093,74,163.94
572107,26,197.24999999999997
572104,25,163.54000000000002
572064,2,30.7
571965,165,646.4500000000002
572023,247,748.6500000000001
572037,709,945.7100000000003
572045,47,385.53
572082,1047,946.5900000000001
572097,13,91.19
572100,12,44.99
572121,524,599.29
572049,161,301.62999999999994
572098,294,369.40000000000003
572103,418,2971.7900000000004
572094,96,100.02
572035,13392,1578.9099999999996
571937,4462,988.5000000000001
