CustomerNo,TotalQuantity,TotalMoney
17401,1,14.61
16298,1073,13905.82
17078,2142,26425.94
12647,1400,17209.04
12997,664,8062.98
12567,4258,49397.22
17397,254,3317.06
16531,915,10653.93
16042,755,8846.3
15081,282,3777.25
12477,3653,50865.6
12753,11421,136322.73
14508,131,1619.79
12356,1690,20298.05
17147,882,10796.79
15563,1441,16165.04
12539,2300,29397.31
17985,183,2526.56
18221,791,9175.39
14362,100,1118.52
14034,423,5003.47
15435,54,706.41
15983,892,10653.34
12481,3345,38509.41
17828,655,7908.45
15489,608,7393.84
17330,120,1602.84
13308,843,10061.61
17461,799,8906.26
15124,233,2577.63
17613,2496,29004.84
13871,3082,36406.34
16638,1255,14585.39
13028,798,8616.18
15529,3495,38059.1
17716,3203,37618.14
16869,585,6729.27
15506,848,8947.88
15657,24,276.72
17095,732,8952.79
14112,1651,16971.41
16186,3020,32765.11
17080,166,1996.46
13160,56,668.24
17797,498,5811.59
12847,909,10210.45
15864,1192,14205.02
12449,1523,18993.77
13815,2540,27392.05
16656,8894,100009.66
17799,1756,19807.26
14416,326,3719.14
15811,1173,14382.49
15287,433,4877.45
16070,457,5364.74
15267,964,11728.18
13828,354,3921.11
13313,851,8535.44
16009,378,4831.76
13138,473,5834.17
14234,1463,17580.89
12445,60,694.32
12406,1818,21277.63
16871,1253,15485.21
15269,26,685.44
15110,246,3541.96
13926,104,1295.26
14840,1361,18594.28
16644,1508,19640.49
16837,3679,47741.26
12731,8429,102510.58
13894,1076,13449.87
16855,164,2017.35
13939,847,9264.45
18075,1464,17681.07
13500,609,7437.54
12626,3416,38860.21
16669,878,10322.52
17368,1391,16188.15
15967,211,2567.95
17198,357,4273.43
14426,3056,37372.79
13449,222,2512.68
13816,265,3228.18
17549,453,5922.96
16245,1017,11886.42
14057,4876,53914.5
16008,323,3254.95
14286,4669,52438.51
14626,1403,15630.37
15584,314,3639.48
17377,2076,24976.42
18246,166,2311.9
12640,2502,37688.39
16916,465,5307.44
16717,1944,23386.69
15900,221,2624.89
14507,600,7444.22
16469,273,3409.55
17680,232,2881.62
13575,449,4815.05
13285,2051,21062.03
13131,447,5084.24
13629,4372,30492.24
16085,636,7525.08
13447,584,7142.8
16204,231,2783.38
16999,294,2843.8
17896,288,3215.52
17596,4658,50791.94
14851,325,3855.07
12910,1692,18642.1
12829,409,4609.83
14898,1025,11680.8
12991,405,4666.84
15051,1011,11336.14
16809,1115,12002.79
12993,573,6238.36
18167,382,5334.26
12500,2666,31366.81
15432,65,841.53
15805,3387,38467.53
16804,242,3006.47
18059,263,3009.71
18006,220,2710.76
14948,673,8026.57
15524,4,492
16617,1634,21188.92
17391,1170,15402.14
13066,322,3782.84
14715,521,6204.03
17220,1905,22602.78
15720,281,3456.76
14544,1584,18167.05
18181,146,1888.81
13846,388,4863.36
14640,886,11258.62
17357,153,1965.91
12883,196,2729.83
17510,214,2509.46
13455,354,4466.27
14714,229,2511.35
16240,3448,45321.49
13614,570,7492.4
13735,1193,15611.4
14725,593,6814.72
18043,282,3427.84
14853,82,1328
15981,1866,19071.12
16341,1398,13947.79
16423,230,2650.04
15419,230,2496.96
17314,1893,21975.22
15582,453,5280.48
12415,77669,900545.54
15758,419,5673.63
13632,1037,12526.99
13692,1226,14090.79
17974,527,6149.72
17540,294,3818.61
17777,507,5829.29
14533,4019,43069.92
12676,664,7924.15
18259,714,9714.24
13058,52,811.13
13236,416,5026.91
14666,155,1773.02
14522,525,6379.97
17564,146,1961.61
17153,104,1037.41
16557,111,1426.54
15955,2135,23053.72
18123,594,6407.95
16588,5,57.2
13410,518,6337.44
15556,236,2705.6
15679,1242,13173.8
12933,499,5731.26
12890,259,3031.9
15329,1714,22564.44
16207,237,3175.5
15058,1064,12751.17
17793,232,2708.96
12374,339,4112.9
14530,1457,17931.72
14365,13956,184148.76
13549,458,5410.69
16519,53,761.57
15660,1050,11127.3
14862,772,8594.92
18211,359,4294.24
15203,1797,17326.65
12428,3594,41864.41
15365,1084,12625.24
12689,622,6936.96
17663,1362,16665.06
18263,1468,16046.56
14494,116,1352.92
14902,218,2513.54
16303,2659,28756.33
15291,2172,27347.52
16936,173,1993.49
12938,140,1552.1
15168,52,642.32
14684,941,11131.87
17658,616,6923.96
17538,135,1485.32
18082,621,7027.91
18117,617,6651.45
15863,19,259.09
17652,2624,30114.03
17081,78,1096.87
15458,156,1764.6
15125,6193,65083.36
17044,504,6139.68
15532,519,6929.54
15781,180,2136.97
14953,225,2559.75
12642,546,6485.52
16504,684,8140.25
13577,791,7924.89
13835,837,10333.31
17235,224,2629.16
16478,224,2635.08
15050,1222,14339
15681,1809,22827.63
14680,13475,126356.73
14784,237,2726.44
13947,617,9025.62
16560,504,5778.89
17973,726,9069.08
14487,735,8685.27
16416,672,7695.68
12865,925,11087.98
16571,1239,14156.98
14382,1237,13115.53
14044,307,3606.45
17287,559,6819.96
17720,576,7129.75
16898,419,4755.11
17211,1323,16226.96
15429,380,4302.57
15787,949,11783.75
14661,35,469.36
12934,4,45.3
17838,1879,22563.93
17041,951,10378.02
17790,836,10582.67
15599,1134,13786.64
13892,998,10979.14
13450,1982,22410.28
13170,147,1625.47
13984,679,7904.62
14882,158,2223.56
13700,2304,25936.34
14499,501,5820.83
13379,601,6514.1
16726,977,11430.31
15449,812,9140.09
15411,530,6677.96
13146,154,1813.01
12867,4376,47856.77
14227,1820,18533.82
13603,499,6386.03
13451,2981,36597.16
18069,1311,15058.35
16930,343,3906.35
13178,3570,32603.11
16720,183,1711.1
15875,1358,18013.59
12712,970,13565.77
17088,887,10485.44
14748,2147,26851.64
14930,2391,29228.25
14226,1308,15696.76
12900,7,95.1
12589,302,3684.56
16386,597,7708.57
13895,1365,16528.52
17191,1167,14077.28
16912,1029,12505.13
17052,1822,21989.58
12384,119,1575.27
17054,1081,13544.14
15557,219,2729.96
13810,307,3994.81
12697,503,5842.76
14789,116,1391.6
13727,162,2002.15
14035,738,8999.03
12600,713,8730.21
17295,294,3499.32
17015,1981,22193.09
15759,273,3194.03
17162,1002,11913.9
18209,58,737.04
17512,3029,35003.71
14662,602,6900.37
14543,675,10598.96
15608,714,8379.73
12726,3132,34574.16
16671,875,10703.8
12685,1507,16981.07
16460,879,9837.71
12517,1372,15772.09
16433,106,1275.26
15692,138,1610.34
16332,801,9842.49
12480,1685,20048.2
13557,546,6195
18014,67,831.12
13732,498,5607.86
13091,588,6803.04
17071,1197,14394.3
12691,388,4927.3
17069,1506,16518.63
17925,75,1023.72
13310,587,7176.29
17340,5967,73680.41
13396,967,12485.63
17977,355,3948.56
13148,3458,42171.97
17901,418,5450.5
16907,298,4060.25
12649,670,7796.43
17601,131,1547.64
17059,1853,20369.99
15184,954,10775.8
14466,1006,12639.72
16434,767,9421.2
16791,762,9370.21
12541,1018,12556.41
18236,403,4974.89
14944,2815,34897.01
12708,1292,15745.64
16003,1185,16975.56
16218,2088,19895.62
17197,191,2995.94
13983,1183,14792.97
16025,338,3914.82
12659,104,1141.6
16986,1040,6287.6
12981,242,2742.46
17791,46,520.47
15452,283,3392.81
18125,804,9364.23
16628,1205,13197.69
17416,4302,48472.49
15463,106,1215.5
14712,315,4168.52
17573,308,3547.27
16743,2047,23266.12
14064,1788,19708.96
18217,491,5669.26
12844,125,1615.17
12599,948,10627.58
15355,38,630.81
15289,1008,11295.24
15238,708,8385.61
12617,688,8554.68
14863,132,1626.48
15677,323,4002.1
16903,262,2962.56
16126,2125,28222.56
14829,452,5162.87
16696,1191,15107
15111,710,8883.16
17109,589,6943.72
12538,191,2330.82
13460,298,3252.92
13606,279,3147.12
13817,208,2345.98
18135,349,4275.82
17932,789,9265.61
14765,135,1644.08
13046,264,3327.83
13029,134,2470.7
17865,5756,69781.68
13209,4253,47038.43
14108,381,4517.87
14240,418,5196.67
17867,543,6765.76
14284,161,2260.37
18274,88,1082.32
16880,753,9145.21
15450,469,5580.77
16205,513,5655.55
16767,4435,48255.86
15027,567,6730.35
14214,1220,14696.08
16751,1031,11306.14
13384,2422,26053.42
12949,2381,28495.06
13623,294,3767.28
16041,1584,19484.76
14691,707,8869.15
13804,1498,18055.27
12893,96,1090.03
14188,1163,9871.91
14921,953,11116.03
17011,186,2184.04
12532,276,3755.8
17038,760,11033.83
14968,127,1415.87
15485,1282,15631.58
16516,58,698.8
15114,3096,34318.34
13522,44,579.96
15986,268,2919.48
17690,1773,24757.11
13992,67,772.66
16953,10,61.9
17702,1353,11490.91
16996,560,6622.59
15177,1033,13012.02
15763,271,3822.52
17176,1570,19995.95
15138,696,10110.26
15103,329,4092.73
18216,200,2543.58
15950,1706,20503.53
17967,741,10206.83
17886,481,5839.59
17964,301,3519.16
16618,1363,16684.42
15153,198,2366.92
14360,1151,13488.42
16639,510,6214.72
13272,96,1267.48
13867,513,5924.85
13710,176,1988.72
16187,5824,65886.45
16732,317,3867.97
14050,689,7428.4
13329,463,5553.78
17219,89,1023.12
15573,362,4300.85
15249,3577,39734.4
13381,2029,24527.7
17289,520,6204.55
12721,1944,21697.39
16505,576,6701.76
15957,221,2536.15
12057,358,4816.81
14524,676,8688.12
17637,284,3487.59
12990,200,1358.8
13975,1732,19502.15
15356,1673,18245.65
15406,254,2853.31
17633,649,7179.11
14676,2500,28237.92
14084,3,48.53
12849,605,7260.62
17515,301,3842.67
17160,2854,27524.79
15043,300,2416
13695,1599,18894.39
13110,388,5483.84
12130,5,63.56
18177,710,5636.93
16863,409,4707.46
13643,276,2573.45
17313,1402,16757.32
16284,544,6401.74
17022,108,1118.02
14387,819,9804.53
15493,645,8937
13097,2345,30084.1
15941,14149,184880.85
16053,1793,19059.82
17158,778,9272.69
18016,1029,11832.74
17623,265,3256
17761,398,4809.78
17043,998,12006.96
16612,506,5731.69
15618,453,5438.77
17164,1501,17850.44
17430,190,2158.02
15870,335,3796.32
14080,140,1791.61
15522,574,6190.59
15785,1612,18254.07
12408,1391,16083.97
15719,2724,28340.06
13824,768,8956.25
16362,351,4325.82
16637,927,10685.22
12832,197,2429.99
14623,406,4801.52
12472,4120,47779.49
13717,2335,26411.5
14700,1343,15497.57
18036,234,2504.91
16348,813,9829.82
14073,130,1487.34
16918,1013,11064.66
18150,332,3983.42
14929,136,1623.34
15330,1312,14182.56
16488,728,7903.72
12357,2699,33893.72
14936,4229,49642.07
16466,788,9689.48
12838,359,4379.48
14404,839,8378.75
16243,129,1754.43
13523,1752,21771.35
13155,878,11060.81
16676,649,8281.08
13365,1288,14864.41
16372,166,2066.55
15696,1028,13309.72
16357,246,3196.5
15407,558,6765.83
13527,1692,19675.05
16445,111,1361.49
17107,4837,54302.23
15427,1013,11890.55
17082,1049,12430.12
15025,189,2305.31
15017,63,774.4
15952,399,4854.01
13772,546,6406.63
13532,129,1537.67
12645,1076,12055.24
17608,232,2551.34
12638,573,6397.62
14174,94,1088.92
16771,1477,17159.84
13634,704,8551.72
14039,162,1834.58
15839,675,7395.82
14517,91,1271.38
18170,409,5196.69
15513,5709,73038.72
13759,287,3617.16
15526,24,398.16
17831,12,159.24
12742,4,46.13
14356,1030,14852.92
12561,1118,14040.59
12397,1361,15955.51
18035,611,6999.23
17084,1816,21102.9
14592,415,4838.15
15010,259,3319.42
15707,605,7119.19
12484,2170,25571.48
14971,644,7745.3
12944,289,3504.6
17233,131,1538.32
12577,471,5479.77
14913,1743,18999.28
13592,624,8651.08
12576,967,11259.52
17930,1594,18121.24
17203,2850,32786.12
12432,1808,22880.21
15722,1026,12792.99
12431,2908,35118.12
17979,393,4758.87
18022,736,8204.06
17193,1254,14595.02
16318,199,2376.21
17274,584,8292.4
16012,799,9639.95
15597,279,3192.21
16887,157,1803.05
12928,1962,20415.18
16555,175,2026.99
13938,70,790.88
12556,376,4483.71
17703,591,6872.05
16574,419,4772.31
17076,295,3885.92
17653,1408,15531.85
15227,750,8937.34
15998,2041,23843.59
16602,728,9139.2
13636,1042,13019.95
14856,714,8359.18
13168,682,8217.38
16409,1306,14790.02
18081,195,2350.66
13721,316,3776.05
15651,885,11090.68
17442,1496,17327.63
16337,758,9508.94
12808,187,2018.71
14098,104,1210.81
13728,458,5735.32
17816,30,313.99
14815,744,8423.62
16221,717,8029.39
16841,2250,24977.26
15551,218,2681.13
17634,840,11030.33
18205,192,2498.14
15252,522,6109.23
15605,441,5747.79
14270,198,2537.47
12352,526,6811.92
15612,51,707.55
17403,117,1487.71
16914,121,1103.97
14636,241,2972.36
12544,224,2859.79
13324,5205,60652.69
15809,301,3613.56
12309,1,12.86
17351,113,1760.08
17074,860,11825.83
13076,1033,13319.57
17965,1555,18415.04
16706,244,2835.54
15576,404,5042.72
18164,184,2295.49
15275,498,5672.74
13316,6948,77324.19
16884,319,3702.35
17966,2571,27479.52
17719,2466,30804.52
15830,893,11186.51
16308,8000,84640
16747,583,6770.18
12830,10154,112345.34
18105,46,587.7
16014,264,3321.5
13477,1021,11831.24
12594,1772,19508.32
16043,503,5949.21
17800,735,8474.61
14974,44,555.79
17947,168,1902.84
16367,981,11502.2
13904,332,3743.58
18104,362,4484.02
13271,253,2816.04
17999,624,8096.47
14528,278,3222.7
16971,270,4336.7
15018,193,2501.96
16825,566,6595.68
14383,818,9608.97
13292,392,4769.99
17733,463,5455.07
13461,1170,11554.54
13697,177,1969.32
17166,102,1258.23
14345,50,624.17
13327,1600,16047.16
16029,40207,435532.14
13726,1054,11849.18
16830,264,2977.88
16960,301,3488.29
14995,553,7022.3
12674,1126,13431.52
12491,376,4623.28
14485,71,878.97
17696,1756,20341.64
18270,101,1325.28
15423,100,1062
13916,16,186.89
14585,5286,67937.22
14633,147,2096.27
15752,1978,20437.74
14808,2147,25265.04
14580,152,2201.8
12552,85,1196.93
12588,52,712.19
12581,160,1824.03
15360,223,2724.32
13103,82,1090.42
16836,165,1949.5
12571,523,5761.72
13813,529,6546.59
15667,240,2768.88
13186,820,9956.86
13544,126,1583.98
13651,96,1213.33
17951,616,7348.06
12909,1616,19529.03
13145,145,2468.06
13540,2,31.27
16969,815,9004.67
15974,2262,26647.54
16127,323,3983.02
17396,2004,28031.5
16018,190,2366.34
14167,150,2127.11
18257,1041,10618.3
12522,197,2198.59
13982,1136,13499.4
16190,88,1122.55
15865,368,4689.34
16235,329,4129.01
14810,1032,9799.74
15059,604,7561.23
17609,696,7782.3
16601,131,1592.46
13278,535,5549.74
15708,1267,16433.13
15370,830,10829.86
15376,619,7578.37
17796,179,2554.82
13607,290,3661.14
17018,176,2747.2
18067,189,2331.32
15521,1909,22248.66
15860,438,5453.99
17372,749,9052.58
14582,73,864.99
13566,575,6653.73
14179,329,4043.18
17255,232,2684.04
13524,322,3966.46
14077,268,3228.79
14040,1554,16486.61
17213,1233,15703.05
16049,793,9168.77
13617,300,3632.36
17447,443,5033.44
15478,585,6766.98
13421,1156,13177.92
14158,781,8275.56
15385,161,1974.78
17373,408,4701.04
14295,84,1031.16
15669,342,4206.38
14221,2191,25920.42
14738,822,10949.65
13993,899,12568.54
14412,798,8985.25
15096,120,1454.75
17837,516,6915.45
15313,32,254.39
12678,10997,120696.22
16154,146,1815.34
17669,1916,14267.1
16648,281,3178.16
16843,10159,108933.74
18287,1586,18139.56
14218,160,1689.66
12174,10,111.75
14176,220,2854.14
13177,92,1236.59
16181,153,1821.38
14232,2252,25683.38
17418,289,3375.43
16102,942,11542.72
12895,762,10029.16
13812,873,11041.64
16290,3,42.27
16554,402,4978.15
17308,5,86.15
17272,1778,20426.73
17310,577,7753.84
17839,285,3249.89
15622,1987,23609.82
15137,338,4694.52
14842,1166,14634.68
17545,352,4240.48
15288,775,10063.92
13654,2228,25071.95
12430,116,1410.68
17684,714,9147.47
13416,142,2185.9
15659,933,12299.29
15791,731,8534.73
18276,186,2250.74
17878,401,4474.16
14752,260,3064.96
17414,2100,22330.2
16232,550,6651.94
13025,52,584.84
17459,537,6007.98
16847,78,997.68
16026,243,2733
14239,995,11287.18
14004,2669,28123.01
18261,146,1828.71
14357,148,1704.87
13538,182,3296.2
14716,604,6502.59
16680,94,972.66
15014,151,1808.1
16345,289,4617.85
12448,240,2834.36
17712,216,2450.63
16418,288,3476.62
14315,1021,10705.71
16188,782,8779.98
15835,439,4553.09
18226,3466,34784.38
17175,866,10355.11
16225,1425,17978.85
15240,1369,15602.25
12812,164,1916
15516,680,9041.29
16071,180,1936.01
16208,396,4958.71
14754,973,12346.15
12879,370,4379.12
17470,1675,17963.37
16750,214,2820.49
14598,452,5391.09
15320,326,3615.85
16415,187,2095.63
16883,124,1578.58
12456,1618,19229.12
13107,1293,14583.86
14690,170,2123.27
15821,202,2410.9
15990,443,5053.76
14379,292,3337.26
17895,133,1468.74
15345,81,1233.46
16708,452,6141.21
17917,597,7717.53
15630,800,8920.53
16258,2994,34683.03
14001,962,9352.28
16110,733,8883.59
16056,347,4166.15
14757,162,1997.46
13652,578,6927.07
13481,1142,11898.92
12398,1389,15525.12
18147,203,2264.44
18045,142,1637.61
13340,5770,66186.45
13182,201,2184.32
17024,110,1389.41
17928,68,862.12
15158,198,2136.06
15656,343,4282.72
18079,7432,79916.55
14341,1403,14474.15
13601,548,6252.87
12550,1153,14504.08
16540,390,5540.64
15215,349,4921.51
13176,453,5082.57
14474,140,1996.3
16444,407,4728.29
15786,3364,39285.12
15068,364,4297.8
14019,1037,12087.06
16728,677,8019.66
17344,66,841.05
17004,819,8890.29
16491,478,5648.95
14139,510,5653.62
15801,612,7605.99
16325,194,2597.06
15592,354,4026.64
14312,1012,11767.54
15277,205,2363.52
17186,200,2198
16019,1724,21371.55
14764,190,2232.72
14145,516,7905.12
15142,365,4058.58
18240,66,805.26
14997,1606,18413.82
17423,459,5420
15806,602,6974.74
13165,1376,15150.08
16023,358,4388.44
17317,1149,14468.52
16017,102,1262.52
16686,2030,23807.7
16768,196,2498.81
13598,58,748.13
14800,3694,41273.59
14731,256,2959.71
16007,1393,15687.69
15000,218,2737.01
17111,302,3301.06
14504,308,3846.74
17836,102,1171.03
12185,564,8369.02
16497,1421,17715.75
17361,157,2109.43
13917,228,2615.5
13725,1617,18889.1
12407,1403,15924.92
16153,1073,11733.8
12403,94,1364.64
14967,418,5937.01
15286,55,810.31
17190,165,2068.3
17832,210,2328.53
13918,1140,12929.92
17940,9754,102301.66
13157,1440,14339.41
13974,249,2726.87
15819,1357,14631.06
14233,680,8409.51
15121,199,2508.64
15836,26,407.28
15469,153,2058.17
17764,402,4852.37
17672,1690,20577
14097,297,4201.71
17092,1185,13917.48
17571,904,10650.4
17420,265,2351.04
13245,125,1722.41
14923,418,5052.08
18252,239,2964.63
17125,291,3248.04
16260,311,3644.3
14261,406,4976.54
14638,166,2155.98
15664,157,2005.3
13573,303,3406.77
15296,1847,21869.99
16177,95,1313.92
16170,1770,20007.66
13669,237,2653.04
15301,2775,33082.71
17354,1006,11739.66
17007,669,8027.09
14631,1035,13412.39
18149,310,3618.46
14495,115,1204.04
16593,116,1527.45
16099,434,4084.1
15587,312,4133.28
13366,144,1533.6
16846,135,1603.3
13761,650,7261.91
15807,430,4975.12
14484,210,2298.04
14427,319,3676.9
13897,200,2299.56
15565,62,819.72
15129,1831,22453.81
17099,8,97.56
16797,406,5846.3
13849,1016,11748.54
16621,302,3929.25
16131,1870,23126.51
16826,482,6533.02
15220,1418,16415.77
14306,1075,13040.04
14229,610,7838.16
15468,155,2067.71
13491,903,10501.9
16123,170,2057.74
17148,82,848.98
15610,66,667.86
15853,136,1497.2
17934,831,10554.95
18019,7,111.14
16470,531,6176.11
14107,1775,20435.76
12596,468,5258.67
14273,264,2474.77
17894,405,5273.55
17824,408,4488.12
15754,199,2509.53
12370,2350,27599.42
15803,290,3398.6
15006,304,3635.62
14776,3134,34723.1
14799,146,1658.42
12929,40,535.39
16932,88,984.65
17679,729,9514.26
15713,1200,16071.85
14652,289,3513.27
12759,894,10370.7
14639,1431,17725.94
12360,1156,13959.64
15327,116,1403.22
13032,375,4484.72
12611,846,9832.66
15505,2390,28199.98
15637,128,1541.04
16848,182,2029.94
15678,184,1628.18
14015,378,4815.06
16249,950,11581.23
13594,359,3817.27
14798,150,1715.4
14861,117,1328.16
17262,367,5045.55
16515,833,10193.62
16940,2169,24117.14
13637,408,4618.38
16734,346,4213.02
15140,1574,18556.36
16730,994,10949.25
12863,189,2481.81
15604,159,1851.42
13805,1900,20420.4
14381,146,1692.18
14305,1454,18146.22
17520,720,8887.34
15012,231,2782.91
13015,1617,19842.67
15066,317,4165.02
17734,422,5043.48
18042,33,507.39
13875,1316,14111.67
14443,938,11009.59
12475,532,6077.06
16542,46,593.98
12473,2419,26705.23
16563,486,6085.98
17201,268,3059.14
13750,3374,54837.85
17527,488,5964.51
13923,1047,13041.5
16412,73,844.04
17205,885,9472.33
17534,103,1284.56
15335,80,991.99
16737,288,3381.12
14211,1242,13859.67
17206,76,988.16
17785,67,821.9
16363,52,645
14830,168,1799.13
16389,1241,14120.11
12794,592,6768.41
17612,1808,18688.29
13265,1752,20119.57
14841,1778,19911.74
17244,616,6955.96
15598,160,1824.7
16934,399,5064.01
12940,411,5148.5
13878,475,6181.96
15994,177,2251.75
13034,369,4440.89
16206,361,4590.75
15440,197,2375.15
14780,314,3442.3
15545,163,1970.73
16052,285,3295.55
13760,197,2313.1
12744,5234,63480.95
12454,1006,13925.84
14119,584,8343.07
14257,2038,23985.3
16413,148,1785.69
16081,1477,18008.13
13006,55,647.32
15826,963,11385.14
16239,228,2522.52
16950,644,7807.67
18228,238,3238.42
16394,2604,28283.67
14567,412,5790.8
14089,134,1538.6
13047,1390,17560.47
13213,1360,15496.58
17771,283,3114.77
14937,484,6622.44
15620,915,10910.44
13222,3,45.35
13136,1731,19605.84
17986,10,61.9
17180,683,7816.16
17892,109,1367.31
12359,1622,24503.01
17061,1917,26514.03
17279,48,678.42
14082,593,7380.01
12446,351,4259.83
13853,312,4191.06
16224,1355,15400.41
12876,3572,44396.47
16121,586,6693.64
15272,309,3901.15
15367,1057,12283.48
12613,1630,19136.74
17614,238,2833.19
13930,274,3153.78
17169,526,6247.66
17509,3534,42487.2
14537,155,2026.1
13487,265,3244.08
16770,464,5544.75
13827,141,1867.47
14421,1974,24639.89
14624,162,1832.44
12631,232,2870.14
14975,380,4181.71
16773,171,1928.58
16430,103,1363.93
17181,241,2715.85
16793,146,1746.28
13911,2731,30575.78
18160,294,3598.12
14976,232,3172.19
13858,75,990.23
14555,132,1688.2
15831,1105,12662.12
17872,501,6717.56
15871,671,8655.97
13464,836,10783.94
17064,340,4278.59
13865,565,8217.03
12602,162,1817.46
17489,480,5457.99
15840,1349,16574.13
15281,1211,14557.6
18171,481,6191.95
15421,500,5358.08
16652,3285,40615.33
14541,786,9980.36
13520,1633,19120.26
17913,289,3348.01
14642,76,877.76
15038,217,2947.2
12633,1149,13137.49
12761,14,210.39
14761,118,1471.7
12679,545,6561.37
16203,262,3292.8
16753,189,1918.93
14852,1747,20390.02
15837,447,5004.02
18277,68,810.16
14775,1174,13070.64
12667,391,4478.9
12690,644,8008.59
12536,2804,32970.54
12836,1064,13164.77
14175,1515,18830.13
13627,1269,14686.55
13690,67,863.2
12772,551,6358.97
14857,1309,17229.45
12371,582,7411.53
13517,1366,16036.08
14952,3355,42627.91
16136,440,5236.86
16861,140,1612.88
13497,165,2051.13
13283,90,894.52
13109,981,12083.68
17620,60,698.4
12530,904,9013.53
12824,268,3327.29
16086,511,5277.88
17863,2638,29979.08
16120,878,10341.03
13919,472,5195.42
16171,24,321
15199,396,5358.44
13208,768,9100.7
16465,626,7852.66
14665,740,8795.76
12607,1228,14205.03
13473,266,3159.8
16776,262,3083.14
14529,348,4196.15
15193,144,1987.92
16179,99,1112.09
17648,491,6881.98
15304,104,1777.54
18169,61,832.81
15211,297,4158.78
17462,227,2777.29
13373,1651,20133.09
14128,564,6364.96
13980,172,1968.06
14027,62,742.96
17025,235,2775.57
18126,138,1624.03
16982,182,2199.26
16395,1476,16254.16
16385,261,3244.66
17214,276,3924.5
14201,590,6752.7
14451,389,4236.05
15128,1343,15272.4
13352,1102,13346.67
15553,451,4839.89
15886,147,1692.23
17284,1364,15590.75
13224,1515,16650.02
13666,1184,16581.05
14535,1831,21594.19
16462,18,341.28
15470,4,48.52
13472,5,65.7
14473,107,1366.39
17475,212,2427.22
17589,1630,17867.77
17552,719,8018.08
16104,887,12003.45
13193,50,633.29
13259,132,1652.5
18088,109,1276.6
13260,142,2026.96
16248,78,956.1
16595,335,3654.09
15756,242,2921.81
16685,396,4378.87
16518,327,3848.11
14801,175,1991.72
16380,1524,17445.72
15606,892,12134.66
14514,590,7149.49
16921,171,1895.84
15087,1705,22398.65
13587,180,1970.6
12420,345,4151.1
12885,655,7857.97
13806,56,836.74
15874,2534,31922.91
13876,36,494.72
12394,808,9390.52
17030,146,1536.3
14792,2,26.86
12519,180,2138.82
13359,160,2039.09
16477,1415,15073.83
15706,321,4377.09
14067,361,4065.6
12781,670,7674.44
14844,1833,18847.99
12740,342,3943.22
13169,272,3519
16455,988,12013.18
15815,1856,21178.14
13276,161,2255.86
13419,275,2921.36
13689,560,4322.75
16354,150,1899.61
14029,198,2508.62
13763,728,9219.76
12492,190,2042.1
18136,379,4688.58
13898,691,8857.76
16316,1484,19554.7
14518,278,3027.32
13422,1326,15547.24
13504,178,2127.65
14819,106,1346.98
13049,268,3420.04
15766,170,2065.12
14317,255,2829.64
15300,292,3382.26
16896,73,927.8
13845,182,2185.94
15416,2090,25011.6
14538,155,1986.42
13602,267,2992.88
15818,1,19.42
16895,102,1233.75
13591,486,5573.74
15315,862,9419.7
15306,1151,14416.4
15518,1273,14512.54
15264,265,3057.85
16432,276,3123.86
13771,1477,17478.03
12939,4876,53913.04
15869,391,4437.61
15937,73,897.1
12923,68,877.03
16454,2,26.54
13348,136,1633.34
16184,561,6937.44
14959,494,5776.14
17921,430,5079.76
15700,711,9166.08
12789,3,109.52
17647,30,443.8
13989,1313,14169.75
16758,203,2336.02
16040,706,8490.97
14396,225,2768.99
16059,643,8086.31
15127,251,2989.12
16106,74,869.62
13483,160,1783.78
15757,491,5702.75
16140,730,8225.46
17382,24,297.6
17483,191,2381.72
15244,405,4742.46
17222,128,1674.89
16160,1162,11869.18
15048,195,2380.34
14389,729,6474.26
14054,62,431.7
15762,251,3051.4
18033,253,2651.27
12843,1216,14832.05
16545,601,8147.54
12414,1361,18177.6
16556,1890,22573.41
13801,168,2054.58
15255,489,5924.73
17667,1931,24051.41
14184,127,1766
13317,1035,12504.64
13792,92,1143.31
13552,1417,16082.99
12413,282,3307.89
15241,1817,20168.3
16253,3233,36912
16881,600,6594
16882,424,5068.5
15339,607,7522.41
13351,116,1459.01
12457,844,9444.71
15739,596,7287.73
15228,2255,26583.52
15181,544,6283.24
12512,99,1156.2
17957,275,2932.29
16374,239,2913.83
14462,962,11908.74
15276,64,782.67
15374,700,9066.04
15372,3526,37907.99
14644,258,3495.4
12886,770,9180.33
13344,1329,17424.43
14333,58,1020.02
16441,173,2163.56
14488,799,8601.32
13635,677,7967.49
14193,977,12182.42
18116,830,9956.73
16774,322,3977.94
15091,346,3977.04
16875,1069,12196.65
12637,2991,34186.79
13431,674,7744.66
15299,2947,34203.27
15930,145,1509.03
16183,113,1381.41
14651,344,4196.62
16693,204,2584.78
16667,308,4032.87
15774,87,1169.2
16591,41,639.06
15164,1000,13413.58
15579,121,1592.96
14970,248,4161.98
12202,522,6810.79
15185,666,7143.72
16137,360,4911.6
15321,1181,14742.11
12694,503,5936.29
16404,157,2063.28
16101,757,7975.93
18053,302,3403.06
14916,1136,11963.3
12822,550,6060.98
12031,20,136.18
13092,279,3349.11
15593,60,819.72
13972,554,7422.17
13095,144,1552.44
13764,929,10709.77
14164,1117,11711.54
17376,86,1089.75
13347,204,2389.56
15834,963,12923.58
18008,1581,18375.33
