support,itemsets
0.005103845570771641,"frozenset({'21977', '22910'})"
0.005103845570771641,"frozenset({'20728', '22910'})"
0.005457577442013239,"frozenset({'22077', '22910'})"
0.007984233665167517,"frozenset({'22423', '22910'})"
0.005002779321845469,"frozenset({'22910', '22383'})"
0.0053565111930870685,"frozenset({'22086', '22727', '22910'})"
0.005457577442013239,"frozenset({'22727', '22726', '22910'})"
0.005609176815402496,"frozenset({'85099B', '22086', '22910'})"
0.007984233665167517,"frozenset({'22086', '22197', '22910'})"
0.006670372429127293,"frozenset({'22086', '22726', '22910'})"
0.006165041184496438,"frozenset({'22086', '21212', '22910'})"
0.006316640557885694,"frozenset({'22086', '21790', '22910'})"
0.006114508060033352,"frozenset({'22086', '85123A', '22910'})"
0.005305978068623983,"frozenset({'23084', '22086', '22910'})"
0.005609176815402496,"frozenset({'22086', '22112', '22910'})"
0.005457577442013239,"frozenset({'22086', '22961', '22910'})"
0.005407044317550154,"frozenset({'23301', '22086', '22910'})"
0.005154378695234726,"frozenset({'22086', '20719', '22910'})"
0.005154378695234726,"frozenset({'22086', '20725', '22910'})"
0.005103845570771641,"frozenset({'22086', '22355', '22910'})"
0.005053312446308555,"frozenset({'22355', '20719', '22910'})"
0.006114508060033352,"frozenset({'22086', '22423', '22910'})"
0.013037546111476072,"frozenset({'23207', '23201'})"
0.009904492394764769,"frozenset({'23207', '23203'})"
0.008691697407650715,"frozenset({'85099B', '23207'})"
0.005457577442013239,"frozenset({'23207', '22727'})"
0.01884885542473091,"frozenset({'23206', '23207'})"
0.016170599828187377,"frozenset({'23207', '22383'})"
0.015311536712314923,"frozenset({'23207', '20727'})"
0.008135833038556774,"frozenset({'23207', '20724'})"
0.007832634291778261,"frozenset({'47566', '23207'})"
0.007276769922684319,"frozenset({'23207', '21212'})"
0.007125170549295063,"frozenset({'23207', '22355'})"
0.007074637424831978,"frozenset({'23207', '22356'})"
0.006569306180201122,"frozenset({'23207', '20719'})"
0.006316640557885694,"frozenset({'23207', '22423'})"
0.006114508060033352,"frozenset({'23207', '22197'})"
0.005912375562181009,"frozenset({'23207', '23301'})"
0.005002779321845469,"frozenset({'23207', '22726'})"
0.015058871089999495,"frozenset({'23207', '23209'})"
0.014250341098590125,"frozenset({'23207', '20728'})"
0.012683814240234475,"frozenset({'23207', '20726'})"
0.008893829905503057,"frozenset({'23207', '23199'})"
0.007731568042852089,"frozenset({'23207', '23202'})"
0.007529435544999748,"frozenset({'23207', '23298'})"
0.006013441811107181,"frozenset({'23207', '22993'})"
0.006013441811107181,"frozenset({'23207', '85123A'})"
0.005962908686644095,"frozenset({'23207', '21931'})"
0.005861842437717924,"frozenset({'23207', '22411'})"
0.015665268583556522,"frozenset({'23207', '20725'})"
0.015362069836778009,"frozenset({'23207', '22382'})"
0.012784880489160644,"frozenset({'23207', '22384'})"
0.005659709939865582,"frozenset({'23207', '22386'})"
0.0062661074334226085,"frozenset({'23206', '23207', '23201'})"
0.0058113093132548385,"frozenset({'23207', '23209', '23201'})"
0.005154378695234726,"frozenset({'23207', '23201', '22383'})"
0.005053312446308555,"frozenset({'23207', '23201', '20727'})"
0.005103845570771641,"frozenset({'23207', '20725', '23201'})"
0.006165041184496438,"frozenset({'23207', '23203', '23201'})"
0.007125170549295063,"frozenset({'23207', '23209', '23203'})"
0.005053312446308555,"frozenset({'23206', '23203', '23207'})"
0.0053565111930870685,"frozenset({'85099B', '23207', '23201'})"
0.005407044317550154,"frozenset({'85099B', '20725', '23207'})"
0.010359290514932538,"frozenset({'23206', '23207', '22383'})"
0.010056091768154024,"frozenset({'23207', '20727', '22383'})"
0.009803426145838597,"frozenset({'23206', '23207', '20727'})"
0.009348628025670828,"frozenset({'23207', '20725', '20727'})"
0.009247561776744656,"frozenset({'23207', '22382', '20727'})"
0.007276769922684319,"frozenset({'23206', '23207', '20727', '22383'})"
0.007024104300368892,"frozenset({'23207', '20725', '20727', '22383'})"
0.006923038051442721,"frozenset({'23206', '20725', '23207', '20727'})"
0.005508110566476325,"frozenset({'22383', '23206', '23207', '20727', '20725'})"
0.006114508060033352,"frozenset({'23207', '20725', '22382', '20727'})"
0.0071757036737581485,"frozenset({'23207', '22382', '20727', '22383'})"
0.006670372429127293,"frozenset({'23206', '23207', '22382', '20727'})"
0.005103845570771641,"frozenset({'22383', '23207', '22382', '20727', '20725'})"
0.005457577442013239,"frozenset({'22383', '23206', '23207', '22382', '20727'})"
0.005609176815402496,"frozenset({'23206', '23207', '20724'})"
0.005457577442013239,"frozenset({'23207', '20724', '20727'})"
0.005407044317550154,"frozenset({'23207', '20724', '22383'})"
0.005204911819697812,"frozenset({'23207', '20725', '20724'})"
0.005053312446308555,"frozenset({'23207', '22382', '20724'})"
0.005204911819697812,"frozenset({'47566', '23207', '23206'})"
0.005457577442013239,"frozenset({'23207', '22355', '22383'})"
0.005457577442013239,"frozenset({'23206', '22355', '23207'})"
0.005255444944160898,"frozenset({'23207', '22355', '20724'})"
0.005861842437717924,"frozenset({'23207', '22356', '20724'})"
0.005154378695234726,"frozenset({'23206', '22356', '23207'})"
0.005002779321845469,"frozenset({'23207', '20719', '22383'})"
0.008742230532113801,"frozenset({'23206', '23209', '23207'})"
0.006923038051442721,"frozenset({'23207', '23209', '20727'})"
0.006923038051442721,"frozenset({'23207', '23209', '22383'})"
0.007883167416241347,"frozenset({'23207', '23209', '20725'})"
0.0071757036737581485,"frozenset({'23207', '23209', '22382'})"
0.005457577442013239,"frozenset({'23206', '23209', '20725', '23207'})"
0.00955076052352317,"frozenset({'23207', '20728', '22383'})"
0.008893829905503057,"frozenset({'23207', '20728', '23206'})"
0.008590631158724544,"frozenset({'23207', '20728', '20727'})"
0.006165041184496438,"frozenset({'23207', '23209', '20728'})"
0.008843296781039971,"frozenset({'23207', '20725', '20728'})"
0.008691697407650715,"frozenset({'23207', '20728', '22382'})"
0.006670372429127293,"frozenset({'23207', '20728', '23206', '22383'})"
0.006872504926979635,"frozenset({'23207', '20728', '20727', '22383'})"
0.006215574308959523,"frozenset({'23207', '20728', '23206', '20727'})"
0.0062661074334226085,"frozenset({'23207', '20725', '20728', '20727'})"
0.005962908686644095,"frozenset({'23207', '20728', '22382', '20727'})"
0.0053565111930870685,"frozenset({'22383', '23206', '23207', '20728', '20727'})"
0.0053565111930870685,"frozenset({'22383', '23207', '20728', '20727', '20725'})"
0.005204911819697812,"frozenset({'22383', '23207', '20728', '22382', '20727'})"
0.006821971802516549,"frozenset({'23207', '20725', '20728', '22383'})"
0.006417706806811865,"frozenset({'23207', '20725', '20728', '23206'})"
0.005255444944160898,"frozenset({'22383', '23206', '23207', '20728', '20725'})"
0.006872504926979635,"frozenset({'23207', '20728', '22382', '22383'})"
0.006114508060033352,"frozenset({'23207', '23206', '20728', '22382'})"
0.006013441811107181,"frozenset({'23207', '20725', '20728', '22382'})"
0.005103845570771641,"frozenset({'22383', '23206', '23207', '20728', '22382'})"
0.005053312446308555,"frozenset({'22383', '23207', '20728', '22382', '20725'})"
0.008388498660872202,"frozenset({'23206', '23207', '20726'})"
0.007681034918389004,"frozenset({'23207', '20726', '22383'})"
0.007579968669462833,"frozenset({'23207', '20728', '20726'})"
0.007226236798221234,"frozenset({'23207', '20726', '20727'})"
0.006215574308959523,"frozenset({'23207', '23209', '20726'})"
0.008135833038556774,"frozenset({'23207', '22382', '20726'})"
0.007883167416241347,"frozenset({'23207', '20725', '20726'})"
0.006771438678053464,"frozenset({'23207', '22384', '20726'})"
0.005558643690939411,"frozenset({'23206', '23207', '20726', '22383'})"
0.0058113093132548385,"frozenset({'23207', '20725', '20726', '22383'})"
0.005659709939865582,"frozenset({'23207', '22382', '20726', '22383'})"
0.005609176815402496,"frozenset({'23207', '20728', '20726', '22383'})"
0.005457577442013239,"frozenset({'23207', '20728', '20726', '23206'})"
0.005609176815402496,"frozenset({'23207', '20728', '20726', '22382'})"
0.005558643690939411,"frozenset({'23207', '20725', '20728', '20726'})"
0.005659709939865582,"frozenset({'23207', '20726', '20727', '22383'})"
0.005659709939865582,"frozenset({'23206', '23207', '20726', '20727'})"
0.005305978068623983,"frozenset({'23207', '20728', '20726', '20727'})"
0.005659709939865582,"frozenset({'23207', '22382', '20726', '20727'})"
0.005407044317550154,"frozenset({'23207', '20725', '20726', '20727'})"
0.006063974935570266,"frozenset({'23206', '23207', '20726', '22382'})"
0.006013441811107181,"frozenset({'23206', '20725', '23207', '20726'})"
0.005457577442013239,"frozenset({'23207', '20725', '22382', '20726'})"
0.005558643690939411,"frozenset({'23207', '20725', '20726', '22384'})"
0.005407044317550154,"frozenset({'23206', '22384', '23207', '20726'})"
0.005255444944160898,"frozenset({'23207', '22384', '20726', '22383'})"
0.006367173682348779,"frozenset({'23206', '23207', '23199'})"
0.006063974935570266,"frozenset({'23207', '23201', '23199'})"
0.005609176815402496,"frozenset({'23207', '23203', '23202'})"
0.010157158017080196,"frozenset({'23206', '20725', '23207'})"
0.009955025519227854,"frozenset({'23207', '20725', '22383'})"
0.007125170549295063,"frozenset({'23206', '20725', '23207', '22383'})"
0.009853959270301683,"frozenset({'23207', '22382', '22383'})"
0.009651826772449341,"frozenset({'23206', '23207', '22382'})"
0.008742230532113801,"frozenset({'23207', '20725', '22382'})"
0.006821971802516549,"frozenset({'23206', '23207', '22382', '22383'})"
0.006518773055738036,"frozenset({'23207', '20725', '22382', '22383'})"
0.006468239931274951,"frozenset({'23206', '20725', '23207', '22382'})"
0.005154378695234726,"frozenset({'22383', '23206', '23207', '22382', '20725'})"
0.008792763656576887,"frozenset({'23207', '20725', '22384'})"
0.008337965536409116,"frozenset({'23206', '22384', '23207'})"
0.008236899287482944,"frozenset({'23207', '22384', '22383'})"
0.007377836171610491,"frozenset({'23207', '22384', '22382'})"
0.007226236798221234,"frozenset({'23207', '22384', '20728'})"
0.006619839304664208,"frozenset({'23207', '23209', '22384'})"
0.007984233665167517,"frozenset({'23207', '22384', '20727'})"
0.006367173682348779,"frozenset({'23206', '20725', '23207', '22384'})"
0.006417706806811865,"frozenset({'23207', '20725', '22384', '22383'})"
0.006013441811107181,"frozenset({'23206', '22384', '23207', '22383'})"
0.005103845570771641,"frozenset({'22384', '22383', '23206', '23207', '20725'})"
0.005508110566476325,"frozenset({'23207', '22384', '22382', '22383'})"
0.005457577442013239,"frozenset({'23207', '20725', '22382', '22384'})"
0.0053565111930870685,"frozenset({'23206', '22384', '23207', '22382'})"
0.005255444944160898,"frozenset({'23207', '22384', '22382', '20727'})"
0.005710243064328668,"frozenset({'23207', '20725', '20728', '22384'})"
0.005558643690939411,"frozenset({'23207', '22384', '20728', '22383'})"
0.005407044317550154,"frozenset({'23207', '22384', '20728', '23206'})"
0.005103845570771641,"frozenset({'23207', '22384', '20728', '22382'})"
0.005457577442013239,"frozenset({'23207', '22384', '20728', '20727'})"
0.005103845570771641,"frozenset({'23207', '23209', '22384', '20725'})"
0.006114508060033352,"frozenset({'23207', '20725', '22384', '20727'})"
0.006063974935570266,"frozenset({'23207', '22384', '20727', '22383'})"
0.005609176815402496,"frozenset({'23206', '22384', '23207', '20727'})"
0.005002779321845469,"frozenset({'22384', '22383', '23207', '20727', '20725'})"
0.013088079235939158,"frozenset({'23344', '22086'})"
0.013088079235939158,"frozenset({'23203', '23344'})"
0.012784880489160644,"frozenset({'85099B', '23344'})"
0.009449694274596998,"frozenset({'23344', '23201'})"
0.007529435544999748,"frozenset({'23344', '22910'})"
0.009904492394764769,"frozenset({'23344', '23199'})"
0.00919702865228157,"frozenset({'23202', '23344'})"
0.008439031785335288,"frozenset({'23344', '21931'})"
0.00818636616301986,"frozenset({'22197', '23344'})"
0.007883167416241347,"frozenset({'23344', '85123A'})"
0.0076305017939259185,"frozenset({'22411', '23344'})"
0.007377836171610491,"frozenset({'20725', '23344'})"
0.007327303047147405,"frozenset({'23344', '23301'})"
0.007226236798221234,"frozenset({'23084', '23344'})"
0.007226236798221234,"frozenset({'23344', '20724'})"
0.0071757036737581485,"frozenset({'23344', '20727'})"
0.006821971802516549,"frozenset({'23206', '23344'})"
0.006518773055738036,"frozenset({'23344', '22961'})"
0.006417706806811865,"frozenset({'23344', '20719'})"
0.006417706806811865,"frozenset({'22355', '23344'})"
0.006417706806811865,"frozenset({'23344', '85099C'})"
0.006316640557885694,"frozenset({'23344', '23300'})"
0.006316640557885694,"frozenset({'23245', '23344'})"
0.006215574308959523,"frozenset({'22720', '23344'})"
0.006063974935570266,"frozenset({'21790', '23344'})"
0.005962908686644095,"frozenset({'22356', '23344'})"
0.005861842437717924,"frozenset({'23344', '20728'})"
0.005760776188791753,"frozenset({'23344', '22993'})"
0.005710243064328668,"frozenset({'22666', '23344'})"
0.005609176815402496,"frozenset({'21929', '23344'})"
0.005558643690939411,"frozenset({'23344', '22379'})"
0.005407044317550154,"frozenset({'22960', '23344'})"
0.0053565111930870685,"frozenset({'21928', '23344'})"
0.005305978068623983,"frozenset({'22457', '23344'})"
0.005154378695234726,"frozenset({'23344', '20726'})"
0.005103845570771641,"frozenset({'84946', '23344'})"
0.005053312446308555,"frozenset({'21731', '23344'})"
0.007478902420536662,"frozenset({'23344', '22386'})"
0.0076305017939259185,"frozenset({'23209', '23344'})"
0.006619839304664208,"frozenset({'23344', '20712'})"
0.005861842437717924,"frozenset({'23344', '22383'})"
0.0058113093132548385,"frozenset({'23355', '23344'})"
0.006013441811107181,"frozenset({'23344', '85099F'})"
0.005558643690939411,"frozenset({'23344', '22382'})"
0.005508110566476325,"frozenset({'22384', '23344'})"
0.005255444944160898,"frozenset({'23203', '23344', '22086'})"
0.007428369296073576,"frozenset({'85099B', '23203', '23344'})"
0.005508110566476325,"frozenset({'85099B', '23344', '23201'})"
0.005103845570771641,"frozenset({'23203', '23344', '23201'})"
0.006569306180201122,"frozenset({'22086', '23344', '22910'})"
0.006923038051442721,"frozenset({'23203', '23344', '23199'})"
0.006013441811107181,"frozenset({'85099B', '23344', '23199'})"
0.005457577442013239,"frozenset({'23202', '23344', '23199'})"
0.005204911819697812,"frozenset({'85099B', '23202', '23344'})"
0.006468239931274951,"frozenset({'23202', '23203', '23344'})"
0.005558643690939411,"frozenset({'85099B', '23344', '21931'})"
0.005154378695234726,"frozenset({'23203', '23344', '21931'})"
0.005053312446308555,"frozenset({'85099B', '22411', '23344'})"
0.005407044317550154,"frozenset({'85099B', '23344', '22386'})"
0.0053565111930870685,"frozenset({'23209', '23203', '23344'})"
0.0053565111930870685,"frozenset({'85099B', '22489'})"
0.007478902420536662,"frozenset({'22489', '21790'})"
0.006215574308959523,"frozenset({'22489', '22961'})"
0.005962908686644095,"frozenset({'22489', '21212'})"
0.005912375562181009,"frozenset({'22489', '85123A'})"
0.005861842437717924,"frozenset({'22666', '22489'})"
0.005710243064328668,"frozenset({'22197', '22489'})"
0.005659709939865582,"frozenset({'22960', '22489'})"
0.005609176815402496,"frozenset({'21889', '22489'})"
0.0053565111930870685,"frozenset({'21731', '22489'})"
0.005305978068623983,"frozenset({'21791', '22489'})"
0.005305978068623983,"frozenset({'22489', '20719'})"
0.005204911819697812,"frozenset({'22457', '22489'})"
0.005154378695234726,"frozenset({'22697', '22489'})"
0.005103845570771641,"frozenset({'22489', '22720'})"
0.005053312446308555,"frozenset({'22489', '21935'})"
0.005002779321845469,"frozenset({'20725', '22489'})"
0.0053565111930870685,"frozenset({'22423', '22489'})"
0.005002779321845469,"frozenset({'21889', '22561'})"
0.006367173682348779,"frozenset({'22489', '22560'})"
0.005154378695234726,"frozenset({'22560', '22561'})"
0.005861842437717924,"frozenset({'22560', '21790'})"
0.005103845570771641,"frozenset({'21914', '22560'})"
0.005053312446308555,"frozenset({'21889', '22560'})"
0.008135833038556774,"frozenset({'23351', '22086'})"
0.006518773055738036,"frozenset({'23351', '23344'})"
0.005053312446308555,"frozenset({'23351', '22952'})"
0.005154378695234726,"frozenset({'23351', '22734'})"
0.005962908686644095,"frozenset({'22489', '22491'})"
0.008742230532113801,"frozenset({'23351', '23352'})"
0.005962908686644095,"frozenset({'23349', '23352'})"
0.005558643690939411,"frozenset({'23354', '23352'})"
0.005053312446308555,"frozenset({'23351', '23349', '23352'})"
0.005558643690939411,"frozenset({'85099B', '22179'})"
0.007579968669462833,"frozenset({'23570', '23571'})"
0.019707918540603366,"frozenset({'47566', '85123A'})"
0.019960584162918793,"frozenset({'47566', '22423'})"
0.01657486482389206,"frozenset({'85099B', '47566'})"
0.005558643690939411,"frozenset({'47566', '22423', '85123A'})"
0.006468239931274951,"frozenset({'85099B', '85123A', '47566'})"
0.01692859669513366,"frozenset({'20725', '85123A'})"
0.016170599828187377,"frozenset({'47566', '20725'})"
0.029258679064126537,"frozenset({'85099B', '20725'})"
0.013997675476274698,"frozenset({'22423', '20725'})"
0.007731568042852089,"frozenset({'85099B', '20725', '85123A'})"
0.005305978068623983,"frozenset({'47566', '20725', '85123A'})"
0.006367173682348779,"frozenset({'47566', '20725', '85099B'})"
0.005861842437717924,"frozenset({'85099B', '22423', '20725'})"
0.0067209055535903785,"frozenset({'47566', '22423', '20725'})"
0.01637273232603972,"frozenset({'85123A', '84879'})"
0.011875284248825104,"frozenset({'47566', '84879'})"
0.008388498660872202,"frozenset({'20725', '84879'})"
0.013643943605033099,"frozenset({'22423', '84879'})"
0.008337965536409116,"frozenset({'85099B', '84879'})"
0.017585527313153774,"frozenset({'20725', '21212'})"
0.015362069836778009,"frozenset({'47566', '21212'})"
0.015210470463388751,"frozenset({'22197', '21212'})"
0.01374500985395927,"frozenset({'85123A', '21212'})"
0.012380615493455961,"frozenset({'22720', '21212'})"
0.007579968669462833,"frozenset({'21212', '84879'})"
0.01809085855778463,"frozenset({'22423', '21212'})"
0.016675931072818232,"frozenset({'85099B', '21212'})"
0.007276769922684319,"frozenset({'22423', '20725', '21212'})"
0.006518773055738036,"frozenset({'47566', '20725', '21212'})"
0.007782101167315175,"frozenset({'47566', '22423', '21212'})"
0.005154378695234726,"frozenset({'85099B', '21212', '47566'})"
0.006872504926979635,"frozenset({'22197', '20725', '21212'})"
0.005305978068623983,"frozenset({'47566', '22197', '21212'})"
0.006518773055738036,"frozenset({'22197', '21212', '22423'})"
0.006821971802516549,"frozenset({'85099B', '22197', '21212'})"
0.006013441811107181,"frozenset({'22197', '85123A', '21212'})"
0.005407044317550154,"frozenset({'20725', '85123A', '21212'})"
0.006619839304664208,"frozenset({'85099B', '85123A', '21212'})"
0.005508110566476325,"frozenset({'22423', '85123A', '21212'})"
0.005002779321845469,"frozenset({'22423', '22720', '21212'})"
0.005962908686644095,"frozenset({'85099B', '22423', '21212'})"
0.006973571175905806,"frozenset({'85099B', '20725', '21212'})"
0.03244226590530092,"frozenset({'20725', '20727'})"
0.014149274849663955,"frozenset({'21212', '20727'})"
0.013542877356106929,"frozenset({'85123A', '20727'})"
0.012987012987012988,"frozenset({'22197', '20727'})"
0.012683814240234475,"frozenset({'47566', '20727'})"
0.007377836171610491,"frozenset({'22720', '20727'})"
0.0062661074334226085,"frozenset({'20727', '84879'})"
0.029561877810905048,"frozenset({'20727', '22383'})"
0.01192581737328819,"frozenset({'22423', '20727'})"
0.019000454798120167,"frozenset({'85099B', '20727'})"
0.008742230532113801,"frozenset({'20725', '21212', '20727'})"
0.007276769922684319,"frozenset({'21212', '20727', '22383'})"
0.005204911819697812,"frozenset({'85099B', '21212', '20727'})"
0.005154378695234726,"frozenset({'20725', '21212', '20727', '22383'})"
0.007428369296073576,"frozenset({'20725', '85123A', '20727'})"
0.006771438678053464,"frozenset({'85123A', '20727', '22383'})"
0.005609176815402496,"frozenset({'85099B', '85123A', '20727'})"
0.007327303047147405,"frozenset({'22197', '20725', '20727'})"
0.005710243064328668,"frozenset({'22197', '21212', '20727'})"
0.006821971802516549,"frozenset({'22197', '20727', '22383'})"
0.005305978068623983,"frozenset({'85099B', '22197', '20727'})"
0.007529435544999748,"frozenset({'47566', '20725', '20727'})"
0.006518773055738036,"frozenset({'47566', '21212', '20727'})"
0.007933700540704431,"frozenset({'47566', '20727', '22383'})"
0.0053565111930870685,"frozenset({'47566', '20725', '20727', '22383'})"
0.018141391682247713,"frozenset({'20725', '20727', '22383'})"
0.006569306180201122,"frozenset({'22423', '21212', '20727'})"
0.006518773055738036,"frozenset({'22423', '20727', '22383'})"
0.0058113093132548385,"frozenset({'47566', '22423', '20727'})"
0.007024104300368892,"frozenset({'22423', '20725', '20727'})"
0.009146495527818484,"frozenset({'85099B', '20727', '22383'})"
0.011875284248825104,"frozenset({'85099B', '20725', '20727'})"
0.006417706806811865,"frozenset({'85099B', '20725', '20727', '22383'})"
0.01728232856637526,"frozenset({'20725', '21931'})"
0.015412602961241093,"frozenset({'85123A', '21931'})"
0.014250341098590125,"frozenset({'21931', '20727'})"
0.013795542978422356,"frozenset({'22197', '21931'})"
0.010005558643690939,"frozenset({'22457', '21931'})"
0.009651826772449341,"frozenset({'21212', '21931'})"
0.009500227399060084,"frozenset({'47566', '21931'})"
0.009247561776744656,"frozenset({'22720', '21931'})"
0.03658598211127394,"frozenset({'85099B', '21931'})"
0.02602455909848906,"frozenset({'22386', '21931'})"
0.01839405730456314,"frozenset({'21931', '22383'})"
0.015816867956945778,"frozenset({'23203', '21931'})"
0.0090959624033554,"frozenset({'22423', '21931'})"
0.00828743241194603,"frozenset({'22469', '21931'})"
0.012127949871140532,"frozenset({'85099B', '20725', '21931'})"
0.010409823639395624,"frozenset({'20725', '21931', '22383'})"
0.007883167416241347,"frozenset({'20725', '22386', '21931'})"
0.007529435544999748,"frozenset({'85099B', '20725', '21931', '22383'})"
0.005002779321845469,"frozenset({'20725', '22386', '21931', '22383'})"
0.006569306180201122,"frozenset({'85099B', '20725', '22386', '21931'})"
0.005609176815402496,"frozenset({'20725', '85123A', '21931'})"
0.010713022386174137,"frozenset({'85099B', '85123A', '21931'})"
0.005002779321845469,"frozenset({'85123A', '21931', '22383'})"
0.007074637424831978,"frozenset({'85123A', '22386', '21931'})"
0.005912375562181009,"frozenset({'85099B', '85123A', '22386', '21931'})"
0.008236899287482944,"frozenset({'21931', '20725', '20727'})"
0.008893829905503057,"frozenset({'85099B', '21931', '20727'})"
0.008489564909798374,"frozenset({'21931', '20727', '22383'})"
0.005659709939865582,"frozenset({'21931', '23203', '20727'})"
0.006417706806811865,"frozenset({'21931', '22386', '20727'})"
0.005659709939865582,"frozenset({'21931', '20725', '20727', '22383'})"
0.006013441811107181,"frozenset({'85099B', '20725', '21931', '20727'})"
0.005457577442013239,"frozenset({'85099B', '21931', '20727', '22383'})"
0.005154378695234726,"frozenset({'85099B', '21931', '22386', '20727'})"
0.006771438678053464,"frozenset({'22197', '22386', '21931'})"
0.009146495527818484,"frozenset({'85099B', '22197', '21931'})"
0.005154378695234726,"frozenset({'85099B', '22197', '22386', '21931'})"
0.005558643690939411,"frozenset({'22457', '85123A', '21931'})"
0.006771438678053464,"frozenset({'85099B', '22457', '21931'})"
0.0067209055535903785,"frozenset({'85099B', '21212', '21931'})"
0.006165041184496438,"frozenset({'85099B', '21931', '47566'})"
0.006518773055738036,"frozenset({'85099B', '22720', '21931'})"
0.020870180403254335,"frozenset({'85099B', '22386', '21931'})"
0.01101622113295265,"frozenset({'85099B', '21931', '22383'})"
0.00818636616301986,"frozenset({'22386', '21931', '22383'})"
0.005962908686644095,"frozenset({'85099B', '22386', '21931', '22383'})"
0.010965688008489564,"frozenset({'85099B', '23203', '21931'})"
0.0062661074334226085,"frozenset({'23203', '21931', '22383'})"
0.0067209055535903785,"frozenset({'20725', '23203', '21931'})"
0.007276769922684319,"frozenset({'23203', '22386', '21931'})"
0.005204911819697812,"frozenset({'85099B', '23203', '20725', '21931'})"
0.006063974935570266,"frozenset({'85099B', '23203', '22386', '21931'})"
0.005407044317550154,"frozenset({'85099B', '22423', '21931'})"
0.005255444944160898,"frozenset({'85099B', '22469', '21931'})"
0.017534994188690686,"frozenset({'22720', '22961'})"
0.013795542978422356,"frozenset({'21212', '22961'})"
0.01374500985395927,"frozenset({'85123A', '22961'})"
0.0132902117337915,"frozenset({'22197', '22961'})"
0.012026883622214362,"frozenset({'22457', '22961'})"
0.011218353630804992,"frozenset({'20725', '22961'})"
0.010359290514932538,"frozenset({'21931', '22961'})"
0.010157158017080196,"frozenset({'22411', '22961'})"
0.010005558643690939,"frozenset({'47566', '22961'})"
0.007125170549295063,"frozenset({'22961', '20727'})"
0.006619839304664208,"frozenset({'22961', '84879'})"
0.015614735459093436,"frozenset({'85099B', '22961'})"
0.009651826772449341,"frozenset({'22386', '22961'})"
0.014907271716610238,"frozenset({'22423', '22961'})"
0.008085299914093689,"frozenset({'23203', '22961'})"
0.007681034918389004,"frozenset({'22961', '22383'})"
0.010814088635100309,"frozenset({'22469', '22961'})"
0.006165041184496438,"frozenset({'22720', '21212', '22961'})"
0.006468239931274951,"frozenset({'85099B', '21212', '22961'})"
0.005912375562181009,"frozenset({'22423', '21212', '22961'})"
0.005962908686644095,"frozenset({'22720', '85123A', '22961'})"
0.005053312446308555,"frozenset({'85123A', '21212', '22961'})"
0.006821971802516549,"frozenset({'85099B', '85123A', '22961'})"
0.005609176815402496,"frozenset({'22423', '85123A', '22961'})"
0.006165041184496438,"frozenset({'22197', '21212', '22961'})"
0.005962908686644095,"frozenset({'22197', '85123A', '22961'})"
0.005659709939865582,"frozenset({'22197', '22720', '22961'})"
0.007074637424831978,"frozenset({'85099B', '22197', '22961'})"
0.005508110566476325,"frozenset({'22197', '22961', '22423'})"
0.006619839304664208,"frozenset({'22457', '85123A', '22961'})"
0.006063974935570266,"frozenset({'22197', '22457', '22961'})"
0.005912375562181009,"frozenset({'22457', '22720', '22961'})"
0.0062661074334226085,"frozenset({'85099B', '22457', '22961'})"
0.005305978068623983,"frozenset({'22197', '20725', '22961'})"
0.005255444944160898,"frozenset({'20725', '21212', '22961'})"
0.006063974935570266,"frozenset({'85099B', '20725', '22961'})"
0.007377836171610491,"frozenset({'85099B', '21931', '22961'})"
0.005558643690939411,"frozenset({'21931', '22411', '22961'})"
0.005053312446308555,"frozenset({'22411', '85123A', '22961'})"
0.006771438678053464,"frozenset({'85099B', '22411', '22961'})"
0.006367173682348779,"frozenset({'85099B', '22720', '22961'})"
0.007125170549295063,"frozenset({'85099B', '22386', '22961'})"
0.005407044317550154,"frozenset({'21931', '22386', '22961'})"
0.006316640557885694,"frozenset({'22423', '22720', '22961'})"
0.005255444944160898,"frozenset({'85099B', '22423', '22961'})"
0.005508110566476325,"frozenset({'85099B', '22469', '22961'})"
0.005407044317550154,"frozenset({'85123A', '22469', '22961'})"
0.005255444944160898,"frozenset({'22457', '22469', '22961'})"
0.005204911819697812,"frozenset({'22197', '22469', '22961'})"
0.028045884077012483,"frozenset({'20725', '20728'})"
0.02637829096973066,"frozenset({'20728', '20727'})"
0.012633281115771389,"frozenset({'20728', '85123A'})"
0.012127949871140532,"frozenset({'20728', '21931'})"
0.011572085502046591,"frozenset({'20728', '21212'})"
0.01136995300419425,"frozenset({'47566', '20728'})"
0.010359290514932538,"frozenset({'22411', '20728'})"
0.009601293647986255,"frozenset({'22197', '20728'})"
0.007125170549295063,"frozenset({'22720', '20728'})"
0.006923038051442721,"frozenset({'20728', '22086'})"
0.0067209055535903785,"frozenset({'20728', '22961'})"
0.006417706806811865,"frozenset({'22457', '20728'})"
0.005002779321845469,"frozenset({'20728', '84879'})"
0.016423265450502805,"frozenset({'85099B', '20728'})"
0.011218353630804992,"frozenset({'20728', '22386'})"
0.027237354085603113,"frozenset({'20728', '22383'})"
0.011167820506341908,"frozenset({'22423', '20728'})"
0.010864621759563394,"frozenset({'23203', '20728'})"
0.024407499115670323,"frozenset({'20728', '22382'})"
0.006367173682348779,"frozenset({'20728', '22469'})"
0.016322199201576633,"frozenset({'20725', '20728', '20727'})"
