CustomerNo,TotalQuantity,TotalPrice
17458.0,216,1646.43
12705.0,3970,44897.24
17975.0,1566,20018.08
16609.0,2420,23794.5
16885.0,183,1851.2400000000002
14591.0,1297,8962.130000000001
13995.0,885,8436.830000000002
18130.0,824,8323.66
17767.0,218,2032.7000000000003
15725.0,221,1400.39
13207.0,130,1299.3400000000001
14277.0,1982,18928.859999999997
17096.0,339,3916.75
17345.0,346,3198.5899999999997
12937.0,1327,12564.55
17247.0,106,678.7900000000002
13719.0,1278,14928.810000000001
18184.0,60,371.40000000000003
15953.0,892,10302.759999999998
14709.0,2484,20266.92
14805.0,115,1462.5800000000004
16616.0,370,2961.12
16566.0,370,3938.8199999999997
18161.0,812,8433.349999999999
18188.0,1168,12191.200000000003
17516.0,466,5246.25
15428.0,102,631.3799999999999
16570.0,2112,22669.24
17727.0,645,4227.449999999999
17323.0,772,8058.05
16668.0,405,4545.6
14756.0,439,3066.0
12452.0,181,1115.05
15814.0,1271,13555.11
15949.0,284,2682.84
14912.0,971,8311.52
14020.0,441,4074.11
14790.0,699,6867.6399999999985
16670.0,2556,29170.07
16185.0,260,2626.4499999999994
14334.0,1731,19726.59
16900.0,832,8961.650000000001
13502.0,264,2312.3
14205.0,305,3479.76
13742.0,1124,13886.38
14149.0,1225,9331.080000000002
16020.0,487,4467.219999999999
17685.0,1956,21712.83
14336.0,1759,16265.329999999998
17700.0,1266,13158.74
16066.0,1302,15019.99
17135.0,1228,13136.189999999999
14049.0,3870,35608.19
13650.0,922,9847.57
13448.0,1660,17687.239999999998
15727.0,3065,35206.72
14581.0,217,1342.48
16255.0,1767,19103.75
16660.0,565,4904.2
15901.0,377,3879.56
16079.0,864,8771.500000000002
14744.0,626,4801.26
17809.0,2057,25247.54
14675.0,341,2192.0899999999992
17469.0,787,6751.379999999999
17422.0,2253,22767.13
13018.0,5435,60984.7
13899.0,156,1802.6200000000001
17463.0,1095,12185.75
14335.0,379,4096.699999999999
15916.0,770,8681.02
14099.0,2177,24958.730000000003
13139.0,2425,24825.46
18084.0,312,1912.56
13644.0,2067,21144.07
13174.0,1673,18855.12
16653.0,733,8435.64
12619.0,3360,35213.990000000005
17034.0,409,3835.8100000000004
16057.0,863,9276.199999999999
14733.0,3764,47466.75
13831.0,745,9101.84
17410.0,616,6855.93
15253.0,869,8574.07
13350.0,285,2992.740000000001
17725.0,2162,24733.0
15398.0,769,6611.0599999999995
15393.0,150,1496.12
12948.0,1080,11880.640000000001
15743.0,216,2634.6
16343.0,195,1330.51
17500.0,118,2472.4799999999996
16844.0,1242,18559.23
15065.0,2760,35954.43
12067.0,1084,14293.33
14505.0,2756,33283.740000000005
13569.0,165,2011.5099999999998
12920.0,187,2156.01
17659.0,1525,18401.59
13488.0,4628,55695.84999999999
17371.0,433,5646.26
17338.0,3110,38595.229999999996
17073.0,758,9187.939999999999
16633.0,1137,14592.98
12586.0,79,1011.4300000000001
15699.0,113,687.41
13403.0,44,269.72
16311.0,394,3656.0
16956.0,114,686.3399999999999
14297.0,865,7641.87
15106.0,1181,12643.54
18139.0,5557,58913.05
13456.0,764,8572.27
16107.0,1176,14044.040000000005
15845.0,1926,22474.249999999996
17453.0,221,2414.67
17600.0,144,1049.7599999999998
16748.0,880,6830.34
16607.0,2859,32736.350000000002
14834.0,734,8455.359999999999
17324.0,844,9448.68
13247.0,328,3792.2900000000004
16532.0,2016,23243.519999999997
13681.0,465,5673.5199999999995
16128.0,997,11558.51
13499.0,1667,17528.56
16365.0,504,6079.28
16655.0,2367,27330.17
13268.0,3582,37536.5
14515.0,1134,12705.41
14424.0,52,867.12
15497.0,707,8779.07
17075.0,292,3699.6299999999997
16330.0,147,1764.7600000000004
15116.0,648,8027.57
17155.0,242,2738.3900000000003
16985.0,1832,24316.49
13363.0,708,8171.7
14657.0,466,5645.329999999999
14467.0,278,3462.77
15971.0,1716,18126.02
15150.0,3658,41899.799999999996
14768.0,179,2504.35
17360.0,335,4003.0
14506.0,736,9553.18
16722.0,5001,49517.84
15977.0,1016,11495.13
12656.0,1699,17396.7
16422.0,33704,381043.45
13037.0,461,5146.8600000000015
13322.0,161,2023.58
12474.0,4823,55889.61
17297.0,67,821.8100000000002
13986.0,430,4735.760000000001
16164.0,433,5218.6799999999985
18249.0,128,1409.32
13238.0,466,4514.2300000000005
14066.0,81,1009.27
14329.0,3095,34025.59
17759.0,707,8101.0199999999995
15634.0,99,1264.2299999999996
12775.0,870,10229.429999999998
12465.0,475,5567.219999999998
17519.0,1236,14558.74
15965.0,453,5203.78
12483.0,1094,12931.64
16261.0,306,3901.6299999999997
12936.0,600,7316.46
12349.0,630,7951.099999999999
13768.0,1197,16127.5
14198.0,290,3691.0200000000004
15115.0,157,1957.74
17253.0,43,611.5100000000001
15567.0,223,2476.51
13282.0,307,4125.26
13430.0,751,8393.26
12462.0,527,6362.729999999999
12658.0,311,3709.7
12795.0,64,982.3199999999999
14587.0,761,9052.66
12904.0,302,3617.7799999999997
12504.0,87,1330.34
14449.0,757,8466.779999999999
15527.0,992,11221.130000000001
16369.0,1031,12046.150000000001
13246.0,1602,17968.07
15676.0,2356,27668.210000000003
18080.0,642,7841.16
15738.0,2982,35497.399999999994
14447.0,571,6327.98
16139.0,330,4033.1600000000008
14300.0,70,830.16
13823.0,439,5480.74
14883.0,951,11107.79
13189.0,842,8897.200000000003
17227.0,741,8379.130000000001
17664.0,604,6748.299999999999
15645.0,255,3125.07
16406.0,627,7746.360000000001
13971.0,1844,20567.21
13673.0,119,1626.42
15857.0,308,3460.72
13167.0,773,8716.32
16713.0,4276,50259.61
12984.0,26,366.34000000000003
15671.0,1697,20086.510000000002
15179.0,1938,21818.100000000002
15093.0,4032,47088.95
15163.0,186,2218.5800000000004
14482.0,1685,16670.030000000002
13739.0,54,775.6199999999999
14551.0,1903,23798.21
17625.0,1198,14370.8
17010.0,118,1409.7199999999998
12777.0,831,12933.119999999999
13862.0,1691,18764.93
17100.0,806,9264.750000000002
14030.0,1479,17571.76
15105.0,1211,14768.04
15132.0,679,7841.9400000000005
16803.0,253,2950.17
17432.0,207,2477.87
13531.0,781,10769.029999999999
13118.0,497,6517.299999999999
13212.0,309,3961.34
18127.0,188,2284.26
15426.0,674,8391.39
16399.0,246,2878.6499999999996
14525.0,2696,31919.35
15988.0,181,2017.05
15533.0,289,3777.35
16464.0,962,11026.25
17738.0,1029,12291.31
14704.0,1585,20011.83
15906.0,627,8132.32
12523.0,860,10556.31
15044.0,2793,36061.34999999999
12597.0,2214,25599.78
17561.0,146,1643.9
17758.0,2651,31389.04
15465.0,1257,20419.63
13988.0,3044,34906.850000000006
14116.0,707,8663.42
12702.0,544,6977.15
14664.0,466,5331.009999999999
17387.0,542,5361.4299999999985
14881.0,316,3500.5999999999995
14477.0,1970,21015.199999999997
15919.0,545,6132.139999999999
12778.0,817,9084.33
12540.0,6620,79521.30000000002
14157.0,284,3354.49
15963.0,298,3536.78
16762.0,618,7335.45
14502.0,1482,17718.989999999998
13489.0,603,6724.069999999999
14595.0,978,11747.669999999996
16506.0,42,523.02
16784.0,24,356.24
17555.0,349,3998.6800000000003
14052.0,89,1047.99
18110.0,86,1123.46
14159.0,4401,47251.869999999995
16212.0,244,3088.73
13427.0,549,6234.219999999999
16533.0,612,7395.109999999999
16710.0,1835,21167.72
14359.0,371,4737.399999999998
14553.0,1071,13206.05
16411.0,132,1572.8899999999999
15745.0,421,5250.379999999999
14950.0,136,1774.3400000000004
16666.0,240,2595.0400000000004
15850.0,302,3316.2999999999997
14860.0,232,2552.6000000000004
18040.0,148,1573.3400000000004
14984.0,60,833.53
13565.0,172,2009.1599999999999
17636.0,182,1917.1600000000005
12395.0,2097,24180.369999999995
17425.0,407,4578.119999999999
13200.0,513,6131.54
13832.0,1292,17632.22
17384.0,88,1184.9099999999999
13142.0,258,2959.0899999999997
14903.0,1536,18548.6
14150.0,1953,27122.369999999995
12380.0,1110,12159.370000000003
13171.0,241,2955.2
12391.0,300,3535.269999999999
16293.0,1077,13463.78
12444.0,1139,15868.419999999998
12578.0,1182,14273.59
13962.0,87,1065.54
17904.0,1008,12340.66
15088.0,467,6020.170000000001
15494.0,1148,13098.56
12603.0,56,1202.32
17301.0,149,1711.0900000000004
17063.0,770,8041.729999999999
14434.0,368,5179.36
12427.0,526,6109.77
17163.0,66,977.04
16414.0,27,406.15
13941.0,2364,29471.02
16134.0,371,4380.339999999999
16511.0,413,5038.09
14641.0,90,970.14
17159.0,1111,12358.18
17760.0,239,2744.27
14849.0,5695,64599.979999999996
12618.0,95,1114.39
18061.0,955,11962.8
13181.0,612,7804.56
16945.0,2737,25520.27
13117.0,961,10889.55
18034.0,561,6171.34
15530.0,950,11277.03
12931.0,28574,320853.10000000003
17286.0,120,1378.6799999999998
14593.0,332,3859.26
12498.0,156,1658.6699999999996
16924.0,493,5571.29
15933.0,885,10090.560000000001
13516.0,1147,13748.7
14342.0,347,4241.74
13880.0,1842,22000.280000000002
17888.0,1269,14784.119999999999
16463.0,1163,13377.9
13094.0,1716,19570.2
17779.0,397,4574.080000000001
15368.0,230,2814.7000000000003
14285.0,643,8901.89
14793.0,91,1042.78
17650.0,207,2502.01
16279.0,1054,11703.849999999999
13960.0,142,1691.48
14820.0,254,3133.4000000000005
16350.0,545,6607.089999999999
17961.0,560,6916.73
17621.0,514,6681.86
17401.0,1,14.61
16298.0,1073,13905.82
17078.0,2142,26425.940000000002
12647.0,1400,17209.039999999997
12997.0,664,8062.9800000000005
12567.0,4258,49397.22
17397.0,254,3317.0599999999995
16531.0,915,10653.93
16042.0,755,8846.3
15081.0,282,3777.25
12477.0,3653,50865.6
12753.0,11421,136322.73
14508.0,131,1619.7900000000002
12356.0,1690,20298.050000000003
17147.0,882,10796.789999999999
15563.0,1441,16165.04
12539.0,2300,29397.309999999998
17985.0,183,2526.5599999999995
18221.0,791,9175.39
14362.0,100,1118.52
14034.0,423,5003.47
15435.0,54,706.41
15983.0,892,10653.34
12481.0,3345,38509.41
17828.0,655,7908.45
15489.0,608,7393.839999999999
17330.0,120,1602.84
13308.0,843,10061.61
17461.0,799,8906.26
15124.0,233,2577.63
17613.0,2496,29004.840000000004
13871.0,3082,36406.340000000004
16638.0,1255,14585.389999999998
13028.0,798,8616.180000000002
15529.0,3495,38059.100000000006
17716.0,3203,37618.14
16869.0,585,6729.27
15506.0,848,8947.880000000001
15657.0,24,276.71999999999997
17095.0,732,8952.790000000003
14112.0,1651,16971.410000000003
16186.0,3020,32765.11
17080.0,166,1996.4599999999998
13160.0,56,668.2399999999999
17797.0,498,5811.589999999998
12847.0,909,10210.45
15864.0,1192,14205.019999999997
12449.0,1523,18993.77
13815.0,2540,27392.049999999996
16656.0,8894,100009.65999999999
17799.0,1756,19807.26
14416.0,326,3719.1400000000003
15811.0,1173,14382.489999999998
15287.0,433,4877.45
16070.0,457,5364.740000000001
15267.0,964,11728.179999999998
13828.0,354,3921.109999999999
13313.0,851,8535.439999999999
16009.0,378,4831.760000000001
13138.0,473,5834.169999999998
14234.0,1463,17580.89
12445.0,60,694.3199999999999
12406.0,1818,21277.63
16871.0,1253,15485.21
15269.0,26,685.44
15110.0,246,3541.96
13926.0,104,1295.26
14840.0,1361,18594.28
16644.0,1508,19640.490000000005
16837.0,3679,47741.259999999995
12731.0,8429,102510.57999999999
13894.0,1076,13449.869999999999
16855.0,164,2017.3499999999995
13939.0,847,9264.449999999999
18075.0,1464,17681.07
13500.0,609,7437.539999999999
12626.0,3416,38860.21
16669.0,878,10322.52
17368.0,1391,16188.149999999998
15967.0,211,2567.95
17198.0,357,4273.429999999999
14426.0,3056,37372.79
13449.0,222,2512.68
13816.0,265,3228.18
17549.0,453,5922.96
16245.0,1017,11886.419999999998
14057.0,4876,53914.5
16008.0,323,3254.9500000000003
14286.0,4669,52438.51
14626.0,1403,15630.37
15584.0,314,3639.4800000000005
17377.0,2076,24976.42
18246.0,166,2311.8999999999996
12640.0,2502,37688.39
16916.0,465,5307.44
16717.0,1944,23386.690000000002
15900.0,221,2624.8900000000003
14507.0,600,7444.219999999999
16469.0,273,3409.55
17680.0,232,2881.62
13575.0,449,4815.049999999999
13285.0,2051,21062.03
13131.0,447,5084.24
13629.0,4372,30492.24
16085.0,636,7525.08
13447.0,584,7142.799999999999
16204.0,231,2783.38
16999.0,294,2843.8
17896.0,288,3215.52
17596.0,4658,50791.94
14851.0,325,3855.0700000000006
12910.0,1692,18642.100000000002
12829.0,409,4609.83
14898.0,1025,11680.8
12991.0,405,4666.839999999999
15051.0,1011,11336.140000000001
16809.0,1115,12002.79
12993.0,573,6238.359999999999
18167.0,382,5334.259999999998
12500.0,2666,31366.809999999998
15432.0,65,841.53
15805.0,3387,38467.53
16804.0,242,3006.4700000000003
18059.0,263,3009.71
18006.0,220,2710.7599999999998
14948.0,673,8026.57
15524.0,4,492.0
16617.0,1634,21188.92
17391.0,1170,15402.14
13066.0,322,3782.84
14715.0,521,6204.0300000000025
17220.0,1905,22602.78
15720.0,281,3456.7599999999998
14544.0,1584,18167.05
18181.0,146,1888.81
13846.0,388,4863.359999999999
14640.0,886,11258.619999999999
17357.0,153,1965.91
12883.0,196,2729.8300000000004
17510.0,214,2509.46
13455.0,354,4466.269999999999
14714.0,229,2511.35
16240.0,3448,45321.49
13614.0,570,7492.400000000001
13735.0,1193,15611.400000000001
14725.0,593,6814.72
18043.0,282,3427.8399999999997
14853.0,82,1328.0
15981.0,1866,19071.12
16341.0,1398,13947.790000000003
16423.0,230,2650.04
15419.0,230,2496.96
17314.0,1893,21975.22
15582.0,453,5280.479999999999
12415.0,77669,900545.54
15758.0,419,5673.63
13632.0,1037,12526.989999999998
13692.0,1226,14090.789999999999
17974.0,527,6149.72
17540.0,294,3818.6099999999997
17777.0,507,5829.29
14533.0,4019,43069.920000000006
12676.0,664,7924.150000000001
18259.0,714,9714.24
13058.0,52,811.1299999999999
13236.0,416,5026.91
14666.0,155,1773.02
14522.0,525,6379.97
17564.0,146,1961.61
17153.0,104,1037.41
16557.0,111,1426.5399999999997
15955.0,2135,23053.72
18123.0,594,6407.950000000002
16588.0,5,57.199999999999996
13410.0,518,6337.44
15556.0,236,2705.6
15679.0,1242,13173.800000000001
12933.0,499,5731.259999999999
12890.0,259,3031.8999999999996
15329.0,1714,22564.44
16207.0,237,3175.4999999999995
15058.0,1064,12751.169999999998
17793.0,232,2708.9600000000005
12374.0,339,4112.9
14530.0,1457,17931.72
14365.0,13956,184148.76
13549.0,458,5410.69
16519.0,53,761.57
15660.0,1050,11127.299999999997
14862.0,772,8594.92
18211.0,359,4294.24
15203.0,1797,17326.649999999998
12428.0,3594,41864.40999999999
15365.0,1084,12625.240000000002
12689.0,622,6936.959999999998
17663.0,1362,16665.06
18263.0,1468,16046.560000000001
14494.0,116,1352.92
14902.0,218,2513.5400000000004
16303.0,2659,28756.33
15291.0,2172,27347.52
16936.0,173,1993.49
12938.0,140,1552.1
15168.0,52,642.32
14684.0,941,11131.869999999999
17658.0,616,6923.96
17538.0,135,1485.32
18082.0,621,7027.91
18117.0,617,6651.45
15863.0,19,259.09
17652.0,2624,30114.030000000002
17081.0,78,1096.87
15458.0,156,1764.6
15125.0,6193,65083.36
17044.0,504,6139.6799999999985
15532.0,519,6929.54
15781.0,180,2136.9700000000003
14953.0,225,2559.7499999999995
12642.0,546,6485.5199999999995
16504.0,684,8140.25
13577.0,791,7924.8899999999985
13835.0,837,10333.309999999998
17235.0,224,2629.1600000000003
16478.0,224,2635.0800000000004
15050.0,1222,14339.0
15681.0,1809,22827.63
14680.0,13475,126356.73
14784.0,237,2726.4400000000005
13947.0,617,9025.62
16560.0,504,5778.89
17973.0,726,9069.079999999998
14487.0,735,8685.27
16416.0,672,7695.679999999999
12865.0,925,11087.98
16571.0,1239,14156.980000000003
14382.0,1237,13115.53
14044.0,307,3606.4500000000003
17287.0,559,6819.960000000001
17720.0,576,7129.75
16898.0,419,4755.11
17211.0,1323,16226.96
15429.0,380,4302.57
15787.0,949,11783.75
14661.0,35,469.35999999999996
12934.0,4,45.3
17838.0,1879,22563.93
17041.0,951,10378.019999999999
17790.0,836,10582.670000000002
15599.0,1134,13786.64
13892.0,998,10979.14
13450.0,1982,22410.28000000001
13170.0,147,1625.47
13984.0,679,7904.62
14882.0,158,2223.5599999999995
13700.0,2304,25936.339999999997
14499.0,501,5820.83
13379.0,601,6514.1
16726.0,977,11430.31
15449.0,812,9140.090000000002
15411.0,530,6677.96
13146.0,154,1813.01
12867.0,4376,47856.770000000004
14227.0,1820,18533.82
13603.0,499,6386.029999999999
13451.0,2981,36597.16
18069.0,1311,15058.35
16930.0,343,3906.3500000000004
13178.0,3570,32603.11
16720.0,183,1711.1000000000001
15875.0,1358,18013.59
12712.0,970,13565.770000000002
17088.0,887,10485.439999999999
14748.0,2147,26851.64
14930.0,2391,29228.25
14226.0,1308,15696.760000000004
12900.0,7,95.1
12589.0,302,3684.5600000000004
16386.0,597,7708.57
13895.0,1365,16528.52
17191.0,1167,14077.279999999999
16912.0,1029,12505.129999999997
17052.0,1822,21989.58
12384.0,119,1575.27
17054.0,1081,13544.139999999996
15557.0,219,2729.96
13810.0,307,3994.8100000000004
12697.0,503,5842.759999999998
14789.0,116,1391.6000000000001
13727.0,162,2002.15
14035.0,738,8999.03
12600.0,713,8730.210000000001
17295.0,294,3499.32
17015.0,1981,22193.09
15759.0,273,3194.0300000000007
17162.0,1002,11913.9
18209.0,58,737.04
17512.0,3029,35003.71
14662.0,602,6900.369999999999
14543.0,675,10598.960000000001
15608.0,714,8379.730000000001
12726.0,3132,34574.16
16671.0,875,10703.8
12685.0,1507,16981.07
16460.0,879,9837.709999999997
12517.0,1372,15772.09
16433.0,106,1275.26
15692.0,138,1610.3400000000001
16332.0,801,9842.489999999998
12480.0,1685,20048.199999999997
13557.0,546,6194.999999999999
18014.0,67,831.1200000000002
13732.0,498,5607.86
13091.0,588,6803.04
17071.0,1197,14394.3
12691.0,388,4927.299999999999
17069.0,1506,16518.63
17925.0,75,1023.72
13310.0,587,7176.29
17340.0,5967,73680.41
13396.0,967,12485.63
17977.0,355,3948.56
13148.0,3458,42171.97
17901.0,418,5450.499999999999
16907.0,298,4060.25
12649.0,670,7796.429999999999
17601.0,131,1547.64
17059.0,1853,20369.989999999998
15184.0,954,10775.8
14466.0,1006,12639.72
16434.0,767,9421.200000000003
16791.0,762,9370.210000000001
12541.0,1018,12556.41
18236.0,403,4974.889999999999
14944.0,2815,34897.009999999995
12708.0,1292,15745.64
16003.0,1185,16975.56
16218.0,2088,19895.620000000003
17197.0,191,2995.9400000000005
13983.0,1183,14792.97
16025.0,338,3914.8200000000006
12659.0,104,1141.6000000000001
16986.0,1040,6287.599999999999
12981.0,242,2742.46
17791.0,46,520.47
15452.0,283,3392.8100000000004
18125.0,804,9364.23
16628.0,1205,13197.69
17416.0,4302,48472.49
15463.0,106,1215.4999999999998
14712.0,315,4168.52
17573.0,308,3547.2699999999995
16743.0,2047,23266.119999999995
14064.0,1788,19708.96
18217.0,491,5669.26
12844.0,125,1615.17
12599.0,948,10627.580000000002
15355.0,38,630.8100000000001
15289.0,1008,11295.24
15238.0,708,8385.61
12617.0,688,8554.68
14863.0,132,1626.4800000000002
15677.0,323,4002.1000000000004
16903.0,262,2962.56
16126.0,2125,28222.560000000005
14829.0,452,5162.869999999999
16696.0,1191,15106.999999999998
15111.0,710,8883.159999999998
17109.0,589,6943.72
12538.0,191,2330.82
13460.0,298,3252.92
13606.0,279,3147.1200000000003
13817.0,208,2345.98
18135.0,349,4275.82
17932.0,789,9265.609999999999
14765.0,135,1644.08
13046.0,264,3327.8300000000004
13029.0,134,2470.7000000000003
17865.0,5756,69781.68
13209.0,4253,47038.43
14108.0,381,4517.87
14240.0,418,5196.670000000001
17867.0,543,6765.76
14284.0,161,2260.37
18274.0,88,1082.32
16880.0,753,9145.21
15450.0,469,5580.7699999999995
16205.0,513,5655.55
16767.0,4435,48255.86
15027.0,567,6730.35
14214.0,1220,14696.08
16751.0,1031,11306.14
13384.0,2422,26053.42
12949.0,2381,28495.06
13623.0,294,3767.28
16041.0,1584,19484.760000000002
14691.0,707,8869.150000000001
13804.0,1498,18055.269999999997
12893.0,96,1090.0300000000004
14188.0,1163,9871.910000000002
14921.0,953,11116.029999999999
17011.0,186,2184.0400000000004
12532.0,276,3755.8
17038.0,760,11033.830000000002
14968.0,127,1415.8700000000003
15485.0,1282,15631.58
16516.0,58,698.8
15114.0,3096,34318.34
13522.0,44,579.96
15986.0,268,2919.48
17690.0,1773,24757.11
13992.0,67,772.66
16953.0,10,61.900000000000006
17702.0,1353,11490.910000000003
16996.0,560,6622.589999999999
15177.0,1033,13012.02
15763.0,271,3822.52
17176.0,1570,19995.949999999997
15138.0,696,10110.26
15103.0,329,4092.7299999999996
18216.0,200,2543.5799999999995
15950.0,1706,20503.53
17967.0,741,10206.829999999998
17886.0,481,5839.59
17964.0,301,3519.16
16618.0,1363,16684.42
15153.0,198,2366.92
14360.0,1151,13488.42
16639.0,510,6214.72
13272.0,96,1267.48
13867.0,513,5924.849999999999
13710.0,176,1988.7200000000003
16187.0,5824,65886.45000000001
16732.0,317,3867.97
14050.0,689,7428.4
13329.0,463,5553.78
17219.0,89,1023.12
15573.0,362,4300.85
15249.0,3577,39734.4
13381.0,2029,24527.700000000004
17289.0,520,6204.549999999999
12721.0,1944,21697.39
16505.0,576,6701.759999999999
15957.0,221,2536.15
12057.0,358,4816.8099999999995
14524.0,676,8688.12
17637.0,284,3487.5900000000006
12990.0,200,1358.8
13975.0,1732,19502.15
15356.0,1673,18245.65
15406.0,254,2853.3099999999995
17633.0,649,7179.109999999999
14676.0,2500,28237.92
14084.0,3,48.53
12849.0,605,7260.62
17515.0,301,3842.6700000000005
17160.0,2854,27524.79
15043.0,300,2416.0
13695.0,1599,18894.39
13110.0,388,5483.84
12130.0,5,63.56
18177.0,710,5636.93
16863.0,409,4707.46
13643.0,276,2573.4500000000003
17313.0,1402,16757.32
16284.0,544,6401.74
17022.0,108,1118.02
14387.0,819,9804.529999999999
15493.0,645,8937.0
13097.0,2345,30084.1
15941.0,14149,184880.85
16053.0,1793,19059.820000000003
17158.0,778,9272.69
18016.0,1029,11832.74
17623.0,265,3256.0
17761.0,398,4809.78
17043.0,998,12006.96
16612.0,506,5731.69
15618.0,453,5438.7699999999995
17164.0,1501,17850.44
17430.0,190,2158.02
15870.0,335,3796.32
14080.0,140,1791.61
15522.0,574,6190.59
15785.0,1612,18254.07
12408.0,1391,16083.97
15719.0,2724,28340.06
13824.0,768,8956.249999999998
16362.0,351,4325.82
16637.0,927,10685.220000000001
12832.0,197,2429.9900000000002
14623.0,406,4801.52
12472.0,4120,47779.490000000005
13717.0,2335,26411.5
14700.0,1343,15497.569999999998
18036.0,234,2504.91
16348.0,813,9829.82
14073.0,130,1487.3400000000001
16918.0,1013,11064.66
18150.0,332,3983.42
14929.0,136,1623.3400000000001
15330.0,1312,14182.560000000001
16488.0,728,7903.72
12357.0,2699,33893.72
14936.0,4229,49642.07000000001
16466.0,788,9689.48
12838.0,359,4379.4800000000005
14404.0,839,8378.75
16243.0,129,1754.43
13523.0,1752,21771.35
13155.0,878,11060.809999999998
16676.0,649,8281.08
13365.0,1288,14864.409999999998
16372.0,166,2066.5499999999997
15696.0,1028,13309.720000000001
16357.0,246,3196.5000000000005
15407.0,558,6765.83
13527.0,1692,19675.049999999996
16445.0,111,1361.49
17107.0,4837,54302.23
15427.0,1013,11890.55
17082.0,1049,12430.119999999999
15025.0,189,2305.31
15017.0,63,774.4
15952.0,399,4854.01
13772.0,546,6406.629999999999
13532.0,129,1537.67
12645.0,1076,12055.24
17608.0,232,2551.34
12638.0,573,6397.62
14174.0,94,1088.9200000000003
16771.0,1477,17159.84
13634.0,704,8551.720000000001
14039.0,162,1834.58
15839.0,675,7395.819999999999
14517.0,91,1271.3799999999999
18170.0,409,5196.690000000001
15513.0,5709,73038.72
13759.0,287,3617.16
15526.0,24,398.15999999999997
17831.0,12,159.24
12742.0,4,46.129999999999995
14356.0,1030,14852.919999999996
12561.0,1118,14040.59
12397.0,1361,15955.509999999998
18035.0,611,6999.229999999999
17084.0,1816,21102.9
14592.0,415,4838.15
15010.0,259,3319.4199999999996
15707.0,605,7119.189999999999
12484.0,2170,25571.48
14971.0,644,7745.3
12944.0,289,3504.6000000000004
17233.0,131,1538.32
12577.0,471,5479.77
14913.0,1743,18999.279999999995
13592.0,624,8651.08
12576.0,967,11259.52
17930.0,1594,18121.24
17203.0,2850,32786.119999999995
12432.0,1808,22880.209999999995
15722.0,1026,12792.990000000002
12431.0,2908,35118.119999999995
17979.0,393,4758.87
18022.0,736,8204.059999999998
17193.0,1254,14595.019999999999
16318.0,199,2376.2099999999996
17274.0,584,8292.400000000001
16012.0,799,9639.949999999997
15597.0,279,3192.2100000000005
16887.0,157,1803.0500000000002
12928.0,1962,20415.18
16555.0,175,2026.99
13938.0,70,790.8800000000001
12556.0,376,4483.709999999998
17703.0,591,6872.050000000001
16574.0,419,4772.31
17076.0,295,3885.9199999999996
17653.0,1408,15531.85
15227.0,750,8937.34
15998.0,2041,23843.59
16602.0,728,9139.199999999999
13636.0,1042,13019.95
14856.0,714,8359.18
13168.0,682,8217.380000000001
16409.0,1306,14790.020000000002
18081.0,195,2350.66
13721.0,316,3776.0499999999997
15651.0,885,11090.679999999998
17442.0,1496,17327.629999999997
16337.0,758,9508.939999999999
12808.0,187,2018.71
14098.0,104,1210.81
13728.0,458,5735.320000000001
17816.0,30,313.99
14815.0,744,8423.619999999999
16221.0,717,8029.39
16841.0,2250,24977.260000000002
15551.0,218,2681.13
17634.0,840,11030.33
18205.0,192,2498.14
15252.0,522,6109.2300000000005
15605.0,441,5747.79
14270.0,198,2537.4699999999993
12352.0,526,6811.919999999999
15612.0,51,707.55
17403.0,117,1487.71
16914.0,121,1103.9700000000003
14636.0,241,2972.36
12544.0,224,2859.79
13324.0,5205,60652.68999999999
15809.0,301,3613.5600000000004
12309.0,1,12.86
17351.0,113,1760.0800000000002
17074.0,860,11825.830000000002
13076.0,1033,13319.57
17965.0,1555,18415.04
16706.0,244,2835.54
15576.0,404,5042.719999999999
18164.0,184,2295.49
15275.0,498,5672.74
13316.0,6948,77324.18999999999
16884.0,319,3702.35
17966.0,2571,27479.520000000004
17719.0,2466,30804.52
15830.0,893,11186.509999999998
16308.0,8000,84640.0
16747.0,583,6770.179999999999
12830.0,10154,112345.34000000003
18105.0,46,587.7
16014.0,264,3321.5
13477.0,1021,11831.24
12594.0,1772,19508.320000000007
16043.0,503,5949.209999999998
17800.0,735,8474.61
14974.0,44,555.7900000000002
17947.0,168,1902.8400000000001
16367.0,981,11502.2
13904.0,332,3743.5799999999995
18104.0,362,4484.0199999999995
13271.0,253,2816.04
17999.0,624,8096.469999999999
14528.0,278,3222.7
16971.0,270,4336.7
15018.0,193,2501.96
16825.0,566,6595.679999999999
14383.0,818,9608.969999999998
13292.0,392,4769.99
17733.0,463,5455.07
13461.0,1170,11554.539999999999
13697.0,177,1969.32
17166.0,102,1258.2299999999998
14345.0,50,624.1700000000001
13327.0,1600,16047.159999999996
16029.0,40207,435532.14
13726.0,1054,11849.180000000002
16830.0,264,2977.88
16960.0,301,3488.29
14995.0,553,7022.300000000001
12674.0,1126,13431.519999999999
12491.0,376,4623.280000000001
14485.0,71,878.9700000000001
17696.0,1756,20341.64
18270.0,101,1325.2800000000002
15423.0,100,1062.0
13916.0,16,186.89
14585.0,5286,67937.22
14633.0,147,2096.2700000000004
15752.0,1978,20437.739999999998
14808.0,2147,25265.04
14580.0,152,2201.8
12552.0,85,1196.9300000000003
12588.0,52,712.1899999999999
12581.0,160,1824.03
15360.0,223,2724.32
13103.0,82,1090.42
